Unnamed: 0,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings),s3-key,audio_path
1075,https://betterproblems-production-originals.s3.amazonaws.com/449_Antfood_SidewaysB.wav,f8aBbPg8cLcMaGa2e3a6gOfmg2jJjvak.mp3,Sideways (B),7,"Babies,Comedy,Whimsical & Quirky,Magic & Fantasy",449_Antfood_SidewaysB.wav,data/audio/449_Antfood_SidewaysB.wav
1078,https://betterproblems-production-originals.s3.amazonaws.com/17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,e3gFildTbBdqbfg6iAh9hmeEjfcYdujd.mp3,Butlesville (Original),7,Adventure,17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,data/audio/17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav
1079,https://betterproblems-production-originals.s3.amazonaws.com/200_Antfood_OptimistPrime.wav,eRemczdJgDctjqdEiyj4apepdYiwaLeI.mp3,Optimist Prime (Original),7,Technology,200_Antfood_OptimistPrime.wav,data/audio/200_Antfood_OptimistPrime.wav
1080,https://betterproblems-production-originals.s3.amazonaws.com/Adyen_ScaleUp_BrightLights_Original_230420_Am_112_4-4_DH_NXT.wav,dBiGalabbGaBgNczjubGjsdwgcalgLgZ.mp3,Bright Lights (Original),7,Fashion,Adyen_ScaleUp_BrightLights_Original_230420_Am_112_4-4_DH_NXT.wav,data/audio/Adyen_ScaleUp_BrightLights_Original_230420_Am_112_4-4_DH_NXT.wav
1081,https://betterproblems-production-originals.s3.amazonaws.com/SVT_Kunskapskanalen_Shiroi_Oud_022712.wav,iIezhZhmiZbgfrdqfVcMeicMe7dOg7gZ.mp3,Shiroi (Oud),7,Pharma,SVT_Kunskapskanalen_Shiroi_Oud_022712.wav,data/audio/SVT_Kunskapskanalen_Shiroi_Oud_022712.wav
1082,https://betterproblems-production-originals.s3.amazonaws.com/Google_LiveView_Flounce_191105_124_A_SC.wav,hla8eibuhjjfiog5aLahhScigPgBhfcx.mp3,Flounce (Original),7,"Adventure,Technology",Google_LiveView_Flounce_191105_124_A_SC.wav,data/audio/Google_LiveView_Flounce_191105_124_A_SC.wav
1083,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_ZeroSugar_TreatYourself_200214_Am_120_SC.wav,eRcvaWcjcEaeg7gZghhqg7eOf2ayf4jB.mp3,Treat Yourself (Original),7,"Fashion,Swagger,Technology",Smirnoff_ZeroSugar_TreatYourself_200214_Am_120_SC.wav,data/audio/Smirnoff_ZeroSugar_TreatYourself_200214_Am_120_SC.wav
1085,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,gFbKaHjXameRfeiudNabgDiocuh6aB.mp3,Elf Bois (Original),7,"Health & Beauty,Technology",Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,data/audio/Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav
1086,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Natura_MovimentoMaquiagem_NaieLaie_TM_140624_qt_Ret.wav,eDiuc6c7gcfEfdjKcBcmiIducygoc9cB.mp3,Naie Laie (Original),7,"Cars,Swagger",AFSP_Natura_MovimentoMaquiagem_NaieLaie_TM_140624_qt_Ret.wav,data/audio/AFSP_Natura_MovimentoMaquiagem_NaieLaie_TM_140624_qt_Ret.wav
1087,https://betterproblems-production-originals.s3.amazonaws.com/Antfood_Agave_DirectorsCut_44_180605.wav,goidhtjIincwg5ashldDdJcJcPiTboem.mp3,Coffee With Rum (Agave),7,"Health & Beauty,Technology,Whimsical & Quirky",Antfood_Agave_DirectorsCut_44_180605.wav,data/audio/Antfood_Agave_DirectorsCut_44_180605.wav
1088,https://betterproblems-production-originals.s3.amazonaws.com/DAMASCO_Damasco2020_Homecoming_LB_AG_C_4_4_85bpm_210330_qt.wav,hQf1dObuhljeeFjjgxhQiyhsbkf7jTj5.mp3,Homecoming (Original),7,"Technology,Health & Beauty,Pharma",DAMASCO_Damasco2020_Homecoming_LB_AG_C_4_4_85bpm_210330_qt.wav,data/audio/DAMASCO_Damasco2020_Homecoming_LB_AG_C_4_4_85bpm_210330_qt.wav
1089,https://betterproblems-production-originals.s3.amazonaws.com/Motel6_ForYou_RecuerdosFuturos_Original_210601_E_135_3-4_DH_JacksonFitzgeraldGuitars.wav,eud8axgadufte9bfgYaodcikjscEcFgE.mp3,Recuerdos Futuros (Original),7,Health & Beauty,Motel6_ForYou_RecuerdosFuturos_Original_210601_E_135_3-4_DH_JacksonFitzgeraldGuitars.wav,data/audio/Motel6_ForYou_RecuerdosFuturos_Original_210601_E_135_3-4_DH_JacksonFitzgeraldGuitars.wav
1090,https://betterproblems-production-originals.s3.amazonaws.com/BP-NCTA_Collections_Ablebodies_ExtendedAnalogMix_230104_D_80_4-4_WB_NXT.wav,eohyc6iGdib8degpfFeea1ighWjugoio.mp3,Ablebodies (Extended Analog Mix),7,"Cars,Whimsical & Quirky,Magic & Fantasy,Sci-Fi,Technology",BP-NCTA_Collections_Ablebodies_ExtendedAnalogMix_230104_D_80_4-4_WB_NXT.wav,data/audio/BP-NCTA_Collections_Ablebodies_ExtendedAnalogMix_230104_D_80_4-4_WB_NXT.wav
1093,https://betterproblems-production-originals.s3.amazonaws.com/Xiidra_BrandedTV_Reuben_MUS_180316_LIB_SC.wav,fqf3eAcqg6dBgUhTfojbe6cjcUbojGfg.mp3,Reuben (Original),7,"Music as Background,Babies,Kids",Xiidra_BrandedTV_Reuben_MUS_180316_LIB_SC.wav,data/audio/Xiidra_BrandedTV_Reuben_MUS_180316_LIB_SC.wav
1095,https://betterproblems-production-originals.s3.amazonaws.com/QuintoAndar_PazNoCaos_TiVoglioBene_Original_MaleVocal_210604_Ab_86_4-4_FR_AlexandreMonariVocals.wav,ezbcdlcEiddnb3bta4gMcSfChhekcpb2.mp3,Ti Voglio Bene (Original),7,"Elegant & Sophisticated,Nostalgia Evoking",QuintoAndar_PazNoCaos_TiVoglioBene_Original_MaleVocal_210604_Ab_86_4-4_FR_AlexandreMonariVocals.wav,data/audio/QuintoAndar_PazNoCaos_TiVoglioBene_Original_MaleVocal_210604_Ab_86_4-4_FR_AlexandreMonariVocals.wav
1096,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_Flechas_180411_LIB_WB.wav,iIbqeEijgahQgAeDhsfbambpdFgphPb4.mp3,Flechas (Original),7,"Comedy,Chase & Action,Whimsical & Quirky,Kids,Magic & Fantasy",Clash_Rascals_Flechas_180411_LIB_WB.wav,data/audio/Clash_Rascals_Flechas_180411_LIB_WB.wav
1097,https://betterproblems-production-originals.s3.amazonaws.com/17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,gtbYfviwfydNjeiEgJc6h6hAjng7cRh3.mp3,Itinerary (Original),7,"Kids,Whimsical & Quirky,Magic & Fantasy,Technology",17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,data/audio/17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav
1099,https://betterproblems-production-originals.s3.amazonaws.com/Sonos_Reactive_PagesWritten_Leaps_141009_C_104_4-4_WB.wav,hLiSecaLitdIcrgWjHcbgdh1cQi3emeg.mp3,Pages Written (Leaps),7,"Technology,Health & Beauty",Sonos_Reactive_PagesWritten_Leaps_141009_C_104_4-4_WB.wav,data/audio/Sonos_Reactive_PagesWritten_Leaps_141009_C_104_4-4_WB.wav
1100,https://betterproblems-production-originals.s3.amazonaws.com/17151691_Verizon_Line_Catalyst_150501_qt.wav,e6f9dva6j8a2gecZe8jyaXcDjjeo.mp3,Catalyst (Original),7,"Fashion,Technology",17151691_Verizon_Line_Catalyst_150501_qt.wav,data/audio/17151691_Verizon_Line_Catalyst_150501_qt.wav
1102,https://betterproblems-production-originals.s3.amazonaws.com/19-3125_Jeep_Q1_Cenarios_Dawn_FR_124BPM_3_4_Bb_200108_qt.wav,gWjaaPftg7ijjPaecjbXaHhgdzeMd1a5.mp3,Dawn (Original),7,"Sports,Cars,Technology,Cinematic",19-3125_Jeep_Q1_Cenarios_Dawn_FR_124BPM_3_4_Bb_200108_qt.wav,data/audio/19-3125_Jeep_Q1_Cenarios_Dawn_FR_124BPM_3_4_Bb_200108_qt.wav
1103,https://betterproblems-production-originals.s3.amazonaws.com/20-3223_Banco24h_4Saques_Mus_Freeloader_C_Em_4_4_123bpm_PC_210201_qt.wav,iTercaixaCbZfIdjcPcIjGjQguiDduci.mp3,Freeloader (Original),7,"Sports,Swagger,Adventure",20-3223_Banco24h_4Saques_Mus_Freeloader_C_Em_4_4_123bpm_PC_210201_qt.wav,data/audio/20-3223_Banco24h_4Saques_Mus_Freeloader_C_Em_4_4_123bpm_PC_210201_qt.wav
1104,https://betterproblems-production-originals.s3.amazonaws.com/17151609_TotalWireless_Balloons_Peppers_OP2_150212_qt.wav,fkaoeDdRjMencSgIchg7dgjZdfbIe2eS.mp3,Peppers (II),7,"Kids,Sports,Technology,Adventure",17151609_TotalWireless_Balloons_Peppers_OP2_150212_qt.wav,data/audio/17151609_TotalWireless_Balloons_Peppers_OP2_150212_qt.wav
1105,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_RedWhiteAndBerry_Pyramid_200625_Bm_126_DH.wav,f9iziPgXjiiMb2d5eDfrdzh7bVfHgpgG.mp3,Pyramid (Original),7,"Swagger,Fashion,Health & Beauty,Technology",Smirnoff_RedWhiteAndBerry_Pyramid_200625_Bm_126_DH.wav,data/audio/Smirnoff_RedWhiteAndBerry_Pyramid_200625_Bm_126_DH.wav
1106,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Ghost_WaveFi_201002_D_Amb_BERW.wav,iCbahfd2bDe8jtdTiab5apfFaqbHihc2.mp3,Wave Fi (Ambient),7,"Technology,Case Study,Pharma",Magnolia_Ghost_WaveFi_201002_D_Amb_BERW.wav,data/audio/Magnolia_Ghost_WaveFi_201002_D_Amb_BERW.wav
1107,https://betterproblems-production-originals.s3.amazonaws.com/17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,bcfYf7e5hNgua8fqevdhhGephodHiZfp.mp3,Dwelling (Original),7,"Apparel & Retail,Swagger",17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,data/audio/17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav
1109,https://betterproblems-production-originals.s3.amazonaws.com/NorthernTrust_BridgeCampaign_Pontificate_200713_Ab_82_DH.wav,dJfRfod3i7cgdhbzfPcQhUdreZayfbfT.mp3,Pontificate (Original),7,"Music as Background,Babies,Cinematic",NorthernTrust_BridgeCampaign_Pontificate_200713_Ab_82_DH.wav,data/audio/NorthernTrust_BridgeCampaign_Pontificate_200713_Ab_82_DH.wav
1110,https://betterproblems-production-originals.s3.amazonaws.com/CarterCenter_Vote_GetYourPluribusOn_MUS_200929_C_114_WB_JFFlute.wav,g3aGaZaNbNcXf9abgvgihAfzbpiEjei8.mp3,Get Your Pluribus On (Original Harder Snare),7,Whimsical & Quirky,CarterCenter_Vote_GetYourPluribusOn_MUS_200929_C_114_WB_JFFlute.wav,data/audio/CarterCenter_Vote_GetYourPluribusOn_MUS_200929_C_114_WB_JFFlute.wav
1111,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Crown_Blotted_180820_LIB_BE.wav,fvgreCaXeTdiiLf9iSdtdcjSfBc5jibl.mp3,Blotted (Original),7,Primal Human Drums,Samsung_Crown_Blotted_180820_LIB_BE.wav,data/audio/Samsung_Crown_Blotted_180820_LIB_BE.wav
1112,https://betterproblems-production-originals.s3.amazonaws.com/Huggies_PullUpsNewLeaf_FoliageParty_100_G_YE.wav,fIe8i3fejvf2iFcQdDaIiJe4aGgJczd7.mp3,Foliage Party (Original),7,"Babies,Kids,Whimsical & Quirky,Health & Beauty,Pharma,Technology,Adventure",Huggies_PullUpsNewLeaf_FoliageParty_100_G_YE.wav,data/audio/Huggies_PullUpsNewLeaf_FoliageParty_100_G_YE.wav
1113,https://betterproblems-production-originals.s3.amazonaws.com/17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,h7gdjhbraEhJghiObxgoaJcVdIfUeGgP.mp3,Timbrefest (Full),7,"Magic & Fantasy,Whimsical & Quirky,Cars,Kids,Technology",17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,data/audio/17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav
1114,https://betterproblems-production-originals.s3.amazonaws.com/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH.wav,ila6hrbDcbiWgqgBbpi1gthRfaeEhhdN.mp3,Sunflower Fields (Original),7,Music as Background,8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH.wav,data/audio/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH.wav
1116,https://betterproblems-production-originals.s3.amazonaws.com/IMPC_EndCredits_210118_C_87_Duple_RW.wav,iteBjaaRjlboeLidiBaVhcaabccqjyeV.mp3,Curtain Close (Original),7,"Health & Beauty,Technology,Adventure",IMPC_EndCredits_210118_C_87_Duple_RW.wav,data/audio/IMPC_EndCredits_210118_C_87_Duple_RW.wav
1117,https://betterproblems-production-originals.s3.amazonaws.com/FORTRA_ThePerfectFit_OurEvolution_Original_221017_B_90_4-4_YE_NXT.wav,dJaVfZdWiLg2fjgGeMecbzcZijfPhzgf.mp3,Our Evolution (Original),7,"Music as Background,Fashion,Health & Beauty,Technology",FORTRA_ThePerfectFit_OurEvolution_Original_221017_B_90_4-4_YE_NXT.wav,data/audio/FORTRA_ThePerfectFit_OurEvolution_Original_221017_B_90_4-4_YE_NXT.wav
1120,https://betterproblems-production-originals.s3.amazonaws.com/ChenMan_Interview_Aperture_Original_020712.wav,iPgfcJcraPcUh4gnatdmise5ciiSbWhP.mp3,Aperture (Original),7,"Health & Beauty,Case Study,Technology,Cinematic",ChenMan_Interview_Aperture_Original_020712.wav,data/audio/ChenMan_Interview_Aperture_Original_020712.wav
1121,https://betterproblems-production-originals.s3.amazonaws.com/Adyen_ScaleUp_HalfNelson_PopInterpretation_230404_A_116_4-4_WB_NXT.wav,hcisiPaAc4iMjMcfdfgDj1aOhSbceDh5.mp3,Half Nelson (Pop Interpretation),7,"Swagger,Corporate Manifesto",Adyen_ScaleUp_HalfNelson_PopInterpretation_230404_A_116_4-4_WB_NXT.wav,data/audio/Adyen_ScaleUp_HalfNelson_PopInterpretation_230404_A_116_4-4_WB_NXT.wav
1122,https://betterproblems-production-originals.s3.amazonaws.com/NobelBiocare_N1Introduction_Anchor_PB_190612_q.wav,e3eYcGiIb6gJaBgviSbBjuaqiWi6fLaJ.mp3,Anchor (Original),7,"Fashion,Health & Beauty,Technology",NobelBiocare_N1Introduction_Anchor_PB_190612_q.wav,data/audio/NobelBiocare_N1Introduction_Anchor_PB_190612_q.wav
1123,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Yggdrasil_190426_B_125_YE.wav,fbhIiNdGideOcNc4jwhyf5bQj2jHfzcp.mp3,Nine Worlds of Yggdrasil (Original),7,"Technology,Adventure,Swagger",VerizonRewards_Want_Yggdrasil_190426_B_125_YE.wav,data/audio/VerizonRewards_Want_Yggdrasil_190426_B_125_YE.wav
1124,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_COMPANHIADASLETRAS_DescontosNecessarios_HappySynthoo_LB_190221_qt.wav,eugcchhCbGf3cYbLjbf4f1fAjocp.mp3,Happy Synthoo (Original),7,"Technology,Health & Beauty,Case Study,Babies",AFSP_COMPANHIADASLETRAS_DescontosNecessarios_HappySynthoo_LB_190221_qt.wav,data/audio/AFSP_COMPANHIADASLETRAS_DescontosNecessarios_HappySynthoo_LB_190221_qt.wav
1125,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Vw_Saveiro_FlyWisk_PB_140812_2p-01.wav,hlhIaDgYcGeYbIi9gPhRemeshBesgPcl.mp3,Fly Wisk (Original),7,"Sports,Cars,Swagger,Chase & Action",AFSP_Vw_Saveiro_FlyWisk_PB_140812_2p-01.wav,data/audio/AFSP_Vw_Saveiro_FlyWisk_PB_140812_2p-01.wav
1129,https://betterproblems-production-originals.s3.amazonaws.com/Trident_TridentMax2022_Pinel_Original_220128_A_134bpm_4_4_VN_NXT.wav,f5jFgCaNbccHgwfbixaAgRfDh3ftd4hv.mp3,Pinel (Original),8,Beach & Summer,Trident_TridentMax2022_Pinel_Original_220128_A_134bpm_4_4_VN_NXT.wav,data/audio/Trident_TridentMax2022_Pinel_Original_220128_A_134bpm_4_4_VN_NXT.wav
1130,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_FORD_HotelEcoSport_BlueLight_151118_16h_qt_VN.wav,fejwdkf4gBenbnd6e4iLauhPiziogeal.mp3,Blue Light (Original),8,"Epic Heroes,Technology,Cars,Cinematic,Sci-Fi",AFSP_FORD_HotelEcoSport_BlueLight_151118_16h_qt_VN.wav,data/audio/AFSP_FORD_HotelEcoSport_BlueLight_151118_16h_qt_VN.wav
1131,https://betterproblems-production-originals.s3.amazonaws.com/Microsoft_SunValley_SunnyDisposition_210716_F_83_4-4_BFDH_BrennynLark_AaronEncinasBGV.wav,c6hleegGaWgMbbd1gbgucsicgKcqaKiT.mp3,Sunny Disposition (Female Vocal),8,"Kids,Fashion,Swagger,Cars,Sports,Technology",Microsoft_SunValley_SunnyDisposition_210716_F_83_4-4_BFDH_BrennynLark_AaronEncinasBGV.wav,data/audio/Microsoft_SunValley_SunnyDisposition_210716_F_83_4-4_BFDH_BrennynLark_AaronEncinasBGV.wav
1133,https://betterproblems-production-originals.s3.amazonaws.com/455_Antfood_Summers.wav,eBfVefg1axhWf7idedabj3aMjAfkaUf7.mp3,Summers (Original),8,Cars,455_Antfood_Summers.wav,data/audio/455_Antfood_Summers.wav
1135,https://betterproblems-production-originals.s3.amazonaws.com/Instagram_Interests_Yoga_Villager_Boring_180323_LIB_YE.wav,gFbhflf7g6fCjebsaGeYdihLaOfYff.mp3,Villager (Calm Mix),8,"Whimsical & Quirky,Kids,Health & Beauty,Case Study,Technology",Instagram_Interests_Yoga_Villager_Boring_180323_LIB_YE.wav,data/audio/Instagram_Interests_Yoga_Villager_Boring_180323_LIB_YE.wav
1137,https://betterproblems-production-originals.s3.amazonaws.com/457_Antfood_Tuileries.wav,dVdcjWa6flamhxgAaqj6gbaScedNbfdu.mp3,Tuileries (Original),8,"Whimsical & Quirky,Kids",457_Antfood_Tuileries.wav,data/audio/457_Antfood_Tuileries.wav
1138,https://betterproblems-production-originals.s3.amazonaws.com/Coke_Dreaming_Puzzlers_190114_A_156_WB.wav,egiSddambiixiddXfQesigjxj6hCdkao.mp3,Puzzlers (Original),8,"Case Study,Health & Beauty",Coke_Dreaming_Puzzlers_190114_A_156_WB.wav,data/audio/Coke_Dreaming_Puzzlers_190114_A_156_WB.wav
1140,https://betterproblems-production-originals.s3.amazonaws.com/Sony_InternetTV_OhFather_Loop_210819_xxx_xx_4-4_WB_NXT.wav,bVbccqdTjIhZjgbqibiYaog6dNjtiGdy.mp3,Oh Father (Loop),8,"Whimsical & Quirky,Babies,Kids",Sony_InternetTV_OhFather_Loop_210819_xxx_xx_4-4_WB_NXT.wav,data/audio/Sony_InternetTV_OhFather_Loop_210819_xxx_xx_4-4_WB_NXT.wav
1141,https://betterproblems-production-originals.s3.amazonaws.com/Zarbees_ProudToBeBasic_Rorschach_v1_170824_LIBRARY_SC.wav,eIjVaodMaaeTj4gSikgedWcEdGj7dQiJ.mp3,Rorschach (v1),8,"Health & Beauty,Kids,Technology,Sports",Zarbees_ProudToBeBasic_Rorschach_v1_170824_LIBRARY_SC.wav,data/audio/Zarbees_ProudToBeBasic_Rorschach_v1_170824_LIBRARY_SC.wav
1142,https://betterproblems-production-originals.s3.amazonaws.com/Cheerios_Refugee_YouAndMeAndRefugees_NoVox_180817_LIB_SC.wav,hVbRbwdCiGjVdIbpjpbSb1aLguh8iHjP.mp3,You And Me And Refugees (No Vox),8,Music as Background,Cheerios_Refugee_YouAndMeAndRefugees_NoVox_180817_LIB_SC.wav,data/audio/Cheerios_Refugee_YouAndMeAndRefugees_NoVox_180817_LIB_SC.wav
1144,https://betterproblems-production-originals.s3.amazonaws.com/Tide_Febreeze_AlwaysKnew_Original_072313_F_125_4-4_CK_NXT.wav,gtjTiVeZeJhUgVflcdeVdnbAcvfaf9bC.mp3,Always Knew (Original),8,Technology,Tide_Febreeze_AlwaysKnew_Original_072313_F_125_4-4_CK_NXT.wav,data/audio/Tide_Febreeze_AlwaysKnew_Original_072313_F_125_4-4_CK_NXT.wav
1146,https://betterproblems-production-originals.s3.amazonaws.com/17151010_GhostsMakingOf_Beetletown_NoRavelBach_150715_qt.wav,fBe7eMdcaIiFjKa2b1fjf9h1cPgCaddS.mp3,Beetletown (Without Maurice and JoJo),8,"Kids,Comedy,Whimsical & Quirky,Magic & Fantasy,Chase & Action",17151010_GhostsMakingOf_Beetletown_NoRavelBach_150715_qt.wav,data/audio/17151010_GhostsMakingOf_Beetletown_NoRavelBach_150715_qt.wav
1147,https://betterproblems-production-originals.s3.amazonaws.com/17151001_GeneralMills_BigG_GandalfInTheMorningRamp_MUS_170526_LIBRARY_WB.wav,b4brdqgNfaewczdAareaiWhpjkiUjjfG.mp3,Gandalf In The Morning (Ramp),8,"Kids,Whimsical & Quirky,Adventure,Technology",17151001_GeneralMills_BigG_GandalfInTheMorningRamp_MUS_170526_LIBRARY_WB.wav,data/audio/17151001_GeneralMills_BigG_GandalfInTheMorningRamp_MUS_170526_LIBRARY_WB.wav
1148,https://betterproblems-production-originals.s3.amazonaws.com/17150931_Facebook_Groups_HeadNotes_UkeShake_170802_qt.wav,cTbKcJbScIbAifcfa5fnfAcebihqeAe4.mp3,Uke Shake (Original),8,Kids,17150931_Facebook_Groups_HeadNotes_UkeShake_170802_qt.wav,data/audio/17150931_Facebook_Groups_HeadNotes_UkeShake_170802_qt.wav
1149,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_CoffeeJoy_AllTheKidsAtMermaidPond_OriginalMix_116_Bb_WB_200610.wav,goiCcjesiUaBgGaOf8bmd8gveid6jbcu.mp3,All The Kids At Mermaid Pond (Original Mix),8,Adventure,Starbucks_CoffeeJoy_AllTheKidsAtMermaidPond_OriginalMix_116_Bb_WB_200610.wav,data/audio/Starbucks_CoffeeJoy_AllTheKidsAtMermaidPond_OriginalMix_116_Bb_WB_200610.wav
1150,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_HolidayTVC_Chillllatte_190926_F_96_WB.wav,hFdPi3hrevhtfLg3d1adeoaLcngVfWbC.mp3,Chillllatte (Original),8,"Health & Beauty,Kids",Starbucks_HolidayTVC_Chillllatte_190926_F_96_WB.wav,data/audio/Starbucks_HolidayTVC_Chillllatte_190926_F_96_WB.wav
1152,https://betterproblems-production-originals.s3.amazonaws.com/Verizon_RetailAR_TiltShift_Baseball_210406_E_137_4-4_YE_NXT.wav,fih4dqbrgUeSgkjDiUgciHhsc4jja9ha.mp3,Tilt Shift (Original - Baseball),8,Sports,Verizon_RetailAR_TiltShift_Baseball_210406_E_137_4-4_YE_NXT.wav,data/audio/Verizon_RetailAR_TiltShift_Baseball_210406_E_137_4-4_YE_NXT.wav
1154,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Corona_Movers_Japanese_Karaoke_Normal_LS_160331_qt.wav,czdYhkibimiicjc1cyiQjlfBfNeWgyd3.mp3,Japanese Karaoke (Original),8,"Kids,Technology",AFSP_Corona_Movers_Japanese_Karaoke_Normal_LS_160331_qt.wav,data/audio/AFSP_Corona_Movers_Japanese_Karaoke_Normal_LS_160331_qt.wav
1155,https://betterproblems-production-originals.s3.amazonaws.com/LIC_ITAU_Filmetes_3_Renegociao_CherryCola_PC_190716_qt.wav,dJaYdOjqfregiDbzgybKgYdUiigPhWcB.mp3,Cherry Cola (Short Mix),8,"Kids,Adventure",LIC_ITAU_Filmetes_3_Renegociao_CherryCola_PC_190716_qt.wav,data/audio/LIC_ITAU_Filmetes_3_Renegociao_CherryCola_PC_190716_qt.wav
1157,https://betterproblems-production-originals.s3.amazonaws.com/17151094_Google_Taj_Mumtaz_140212_qt.wav,hjgSj9h1fNdjg9jycufEefgjeshPcCam.mp3,Mumtaz (Piano),8,Elegant & Sophisticated,17151094_Google_Taj_Mumtaz_140212_qt.wav,data/audio/17151094_Google_Taj_Mumtaz_140212_qt.wav
1158,https://betterproblems-production-originals.s3.amazonaws.com/20-3137_LIC_LOCALIZA_Manifesto_MEEO_Mus_Grit_PC_Em_4_4_124bpm_Mix_200923_qt.wav,hQafikjAg8iFcOjSbMdTjTeHjecvdHb2.mp3,Grit (Mix),8,"Pharma,Health & Beauty,Kids",20-3137_LIC_LOCALIZA_Manifesto_MEEO_Mus_Grit_PC_Em_4_4_124bpm_Mix_200923_qt.wav,data/audio/20-3137_LIC_LOCALIZA_Manifesto_MEEO_Mus_Grit_PC_Em_4_4_124bpm_Mix_200923_qt.wav
1159,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_NATURA_QueBelezaEhEssa_ThisIsBeauty_160311_qt_VN.wav,gGhnbfhtdsbHdbcleweYjBjzebdTh9ea.mp3,This is Beauty (Original),8,"Whimsical & Quirky,Case Study,Adventure,Magic & Fantasy",AFSP_NATURA_QueBelezaEhEssa_ThisIsBeauty_160311_qt_VN.wav,data/audio/AFSP_NATURA_QueBelezaEhEssa_ThisIsBeauty_160311_qt_VN.wav
1161,https://betterproblems-production-originals.s3.amazonaws.com/Verizon_RetailAR_Telescope_Museum_210406_E_137_4-4_SC_NXT.wav,gMcOckhmgPhWc3bzcMgCdpbTfncYe1.mp3,Telescope (Original - Museum),8,"Technology,Health & Beauty,Case Study,Swagger,Fashion",Verizon_RetailAR_Telescope_Museum_210406_E_137_4-4_SC_NXT.wav,data/audio/Verizon_RetailAR_Telescope_Museum_210406_E_137_4-4_SC_NXT.wav
1162,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Scrabble_Music_Pineapple_PB_140525_qt.wav,i9j4hlazfrdub3cdembEejhugKdRenga.mp3,Sweet Pineapple (Original),8,"Babies,Kids",AFSP_Scrabble_Music_Pineapple_PB_140525_qt.wav,data/audio/AFSP_Scrabble_Music_Pineapple_PB_140525_qt.wav
1163,https://betterproblems-production-originals.s3.amazonaws.com/Mailchimp_CorporateCitizenship_Villager_200908_B_125_YE.wav,f1ashPb4hHhacSbkg8bNbvfOcegYhxf3.mp3,Villager (Original),8,"Whimsical & Quirky,Kids,Health & Beauty,Case Study,Technology",Mailchimp_CorporateCitizenship_Villager_200908_B_125_YE.wav,data/audio/Mailchimp_CorporateCitizenship_Villager_200908_B_125_YE.wav
1165,https://betterproblems-production-originals.s3.amazonaws.com/17150785_Casper_IndustryChange_Sandbar_MUS_160405_qt.wav,imjgcieBdyi6azdJgMajgnc3cIh4dEf5.mp3,Sandbar (Alt),8,"Kids,Babies,Magic & Fantasy",17150785_Casper_IndustryChange_Sandbar_MUS_160405_qt.wav,data/audio/17150785_Casper_IndustryChange_Sandbar_MUS_160405_qt.wav
1166,https://betterproblems-production-originals.s3.amazonaws.com/Sustagen_Kids_FanfareFeast_LB_Ab_4_4_143bpm_210716_qt.wav,hHb9iicid2fSjDdchodia9hrhcjdcydv.mp3,Fanfare Feast (Original),8,"Cinematic,Trailer,Magic & Fantasy",Sustagen_Kids_FanfareFeast_LB_Ab_4_4_143bpm_210716_qt.wav,data/audio/Sustagen_Kids_FanfareFeast_LB_Ab_4_4_143bpm_210716_qt.wav
