Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
1327 MonsterPart2.wav,https://betterproblems-production-originals.s3.amazonaws.com/1327+MonsterPart2.wav,bafMgngHdThteNbnhNhvb4jCg7dXevg6.mp3,Monster Part II (Original),39,"Fashion,Swagger,Technology"
AFSP_Olympikus_DiaDosPais_Mus_Jeux_PC_180719_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Olympikus_DiaDosPais_Mus_Jeux_PC_180719_qt.wav,gvcbeSgNbCa4jBb6d5b2gWgSjXa3e7cV.mp3,Jeux (Original),45,"Kids,Babies,Pharma"
LIC_CONECTCAR_ValeAPena_Vinheta_FR_Op2_Mus_190814_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIC_CONECTCAR_ValeAPena_Vinheta_FR_Op2_Mus_190814_qt.wav,c3iIb4fqhjhWjIiwjididnfCdVfEbjdU.mp3,Bumper (Op 2),77,"Kids,Babies,Swagger"
296_Antfood_BumbleBees.wav,https://betterproblems-production-originals.s3.amazonaws.com/296_Antfood_BumbleBees.wav,dfcGgXcUjbdNdDi3j7h1ipdbjEj8fugp.mp3,The Buzz of Bumble Bees (Original),21,"Cinematic,Horror,Trailer"
17151114_GoogleX_TheMoonshotFactory_Geometer_MUS_170428_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151114_GoogleX_TheMoonshotFactory_Geometer_MUS_170428_qt.wav,bHcddbfVbVabafeRfJc6hmcjeIighHic.mp3,Geometer (Original),42,"Technology,Sci-Fi"
AFSP_MARIL_MUS_Intro_LB_190116_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_MARIL_MUS_Intro_LB_190116_qt.wav,ekaDbShGfcjkdFbHd6fdariMaFgDcrgu.mp3,Andean Intro (Original),21,"Music as Background,Magic & Fantasy,Drama"
423_Antfood_HeyHeyA.wav,https://betterproblems-production-originals.s3.amazonaws.com/423_Antfood_HeyHeyA.wav,cldQeudJdpdXhEiKfSdfe3dMbajqenfV.mp3,Hey Hey (A),73,"Kids,Adventure,Babies"
ADCN_Titles_CreepySexyLoveParty_Saxophone_160330_Am_80_PB_ATEdit_211214.wav,https://betterproblems-production-originals.s3.amazonaws.com/ADCN_Titles_CreepySexyLoveParty_Saxophone_160330_Am_80_PB_ATEdit_211214.wav,gdbRjpbSd5cheMgBbKgZdwjwfZh2ayeF.mp3,Creepy Sexy Love Party (Saxophone),15,"Comedy,Health & Beauty,Drama"
17151484_Samsung_UFC360_Escola_170516_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151484_Samsung_UFC360_Escola_170516_qt.wav,gQc8eHfQczcPdVaPfZguhVc1hFeiixjS.mp3,Escola (Short),72,"Cinematic,Chase & Action"
17151289_Mirinda_OrangeTV_BeatsForDays_160121_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151289_Mirinda_OrangeTV_BeatsForDays_160121_qt.wav,gie5dcd6e8f5gefKcsdPhQb4gfeKjGhD.mp3,Beats For Days (Original),90,"Kids,Technology,Adventure"
Samsung_HomeAppliance_Dover_26s_151124_D_160_4-4_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_HomeAppliance_Dover_26s_151124_D_160_4-4_WB.wav,cUhdjJdfiGhgggiSg4c6eQeEjdcef1.mp3,Dover (26s),81,"Whimsical & Quirky,Babies,Case Study,Health & Beauty,Kids"
JeremiahZagar_HeartStopBeating_Taut&Tethered_Tension_070111_xxx_X_NoTime_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/JeremiahZagar_HeartStopBeating_Taut%26Tethered_Tension_070111_xxx_X_NoTime_4-4_WB_NXT.wav,bCfWawf7aCeHeheybjeHcVbxdTdOeFjs.mp3,Taut & Tethered (Tension),66,"Cinematic,Magic & Fantasy,Drama,Trailer,Technology,Case Study"
JeremiahZagar_HeartStopBeating_Pellucidite_Original_070111_xxx_X_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/JeremiahZagar_HeartStopBeating_Pellucidite_Original_070111_xxx_X_4-4_WB_NXT.wav,imccjhjGfaaLbtaHdoixeshDbnfwhLce.mp3,Pellucidite (Original),77,"Music as Background,Case Study,Health & Beauty,Technology"
Nike_NewAmbientLoop_061512.aif.aif,https://betterproblems-production-originals.s3.amazonaws.com/Nike_NewAmbientLoop_061512.aif.aif,gddZief5b7aPgGa7dJhZagfvehjobe.mp3,Pull (Extended Ambience),36,Music as Background
Citrix_BrandVideo_Lenticular_Original_200612_A_113_4-4_SC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Citrix_BrandVideo_Lenticular_Original_200612_A_113_4-4_SC_NXT.wav,gzc7iyiDfAhvg8auhEdvaHgCfhcSg9b3.mp3,Lenticular (Citrus Mix),71,"Case Study,Health & Beauty,Technology,Sci-Fi"
20-3008_FORD_Campanha_2020_CackleFolkFest_VN_200228_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3008_FORD_Campanha_2020_CackleFolkFest_VN_200228_qt.wav,iVh1gvhyetdVfbf4h6jWewbnbZgJhoaO.mp3,Cackle Fest (Folk ),70,"Swagger,Kids,Sports,Adventure,Cars"
390_Antfood_Conditioner.wav,https://betterproblems-production-originals.s3.amazonaws.com/390_Antfood_Conditioner.wav,bCcebmcjcZcMgjbUcVazbba3b6gQesfU.mp3,Conditioner (Original),68,"Kids,Babies"
663 Belonging.wav,https://betterproblems-production-originals.s3.amazonaws.com/663+Belonging.wav,cNarbAeOhrcMioeli6bZivfWhJcvfMba.mp3,Belonging (Shorter),35,"Case Study,Health & Beauty,Pharma"
17151161_HoneyMaid_Neighbors_Sunny_160201_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151161_HoneyMaid_Neighbors_Sunny_160201_qt.wav,czj6ccfpfUdgaVjacxjQeHgEgIdSaBeb.mp3,Ocean View (Original),61,"Health & Beauty,Case Study"
20-3018_Nissan_KicksUCL_Scan3.0_Mus_PC_200213_qt.aif,https://betterproblems-production-originals.s3.amazonaws.com/20-3018_Nissan_KicksUCL_Scan3.0_Mus_PC_200213_qt.aif,cQgdiThRgbcwg6i9hngliieXbhiyhE.mp3,Scan 3.0 (Original),63,"Sports,Cars,Cinematic,Epic Heroes"
20-3008_FORD_Campanha_2020_CackleFest_ECO_FR_Bm_80bpm.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3008_FORD_Campanha_2020_CackleFest_ECO_FR_Bm_80bpm.wav,gxaBdpcxhWc7fUf8gnd3gYfzaBgTfFa3.mp3,Cackle Fest (Eco Mix),70,"Swagger,Kids,Sports,Adventure,Cars"
275_Antfood_Friends.wav,https://betterproblems-production-originals.s3.amazonaws.com/275_Antfood_Friends.wav,eBd7fKakcfaNhAgVbOcvejbZfieyhXcn.mp3,Friends (Original),80,"Babies,Kids,Health & Beauty"
1300 Carbon.wav,https://betterproblems-production-originals.s3.amazonaws.com/1300+Carbon.wav,fmg9iNcBbXjAj7d6gJbDgPiJcNf8cDhv.mp3,Carbon Cycle (Guitar and Piano 90),79,"Whimsical & Quirky,Health & Beauty,Magic & Fantasy"
17150794_Casper_SleepBetter_Cushioning.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150794_Casper_SleepBetter_Cushioning.wav,iWgZiAcBbob9fzcJj8hvgeeYfNaEewaH.mp3,Cushioning (Original),62,"Kids,Babies"
958 Palmas.wav,https://betterproblems-production-originals.s3.amazonaws.com/958+Palmas.wav,iHf3iubpbiaWb9eZiBa2bSefg8d9d5fR.mp3,Augustine Palmas (Original),78,"Cinematic,Case Study"
17151432_Pepsi_Delicious_Katiria_A_170726_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151432_Pepsi_Delicious_Katiria_A_170726_PSB.wav,gffmewi3eZgZhJbgdqdebZj5hDaYjcbf.mp3,Katiria (Original),63,"Swagger,Fashion,Health & Beauty,Technology"
AmnestyInternational_Chains_Extended_110410_xxx_x_SC_4-4_NXT_ATEdit_211221.wav,https://betterproblems-production-originals.s3.amazonaws.com/AmnestyInternational_Chains_Extended_110410_xxx_x_SC_4-4_NXT_ATEdit_211221.wav,dTaiarclbgf7bujlfwdccchpbej8aBee.mp3,Chains (Extended),60,"Health & Beauty,Pharma,Drama"
1362 Cailin.wav,https://betterproblems-production-originals.s3.amazonaws.com/1362+Cailin.wav,fPfFjXcrgodCaSf8cWc7end7h7inh9.mp3,Cailin (Original),70,"Trailer,Cinematic,Swagger,Technology"
17151133_H&M_Coachella_Sandison_150323_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151133_H%26M_Coachella_Sandison_150323_qt.wav,dJbwfoeFimfZjQjlf4c5fRfZeXaFikbu.mp3,Sandison (Quicker Build),70,"Health & Beauty,Fashion,Sci-Fi"
AFSP_Volkswagen_Estancia_Flying_LS_140815.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Volkswagen_Estancia_Flying_LS_140815.wav,jtjpgIbeboeLfYinbDbFgje1aWfPc8.mp3,Flying (Longer Mix),76,Kids
Buck_BuckTheVote_VoteVoteVoteCollageMinimal_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Buck_BuckTheVote_VoteVoteVoteCollageMinimal_LIB_WB.wav,eHffj2f1gtftcnjwgvhthDj7hFhAjFei.mp3,"""""""America (My Country, 'Tis of Thee)"""", America the Beautiful, God Save the Queen (Collage No Vox 12)""",84,"Comedy,Kids,Whimsical & Quirky"
AFSP_Teto_Brafrica_Mix_082813_LS_23HS_2p-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Teto_Brafrica_Mix_082813_LS_23HS_2p-01.wav,dcdUaEgAjPfKj4cPjbifckgjhQd3gQf4.mp3,Acoustic Dreams (Original),27,"Drama,Western"
20-3191_LIC_AlleghenyCollege_EvolutionChangeAndSuccess_Soul_VN_200720_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3191_LIC_AlleghenyCollege_EvolutionChangeAndSuccess_Soul_VN_200720_qt.wav,bljDdtfncPihfqcfiIfKfdbbbZdBiGjQ.mp3,Soul (Original),65,"Cinematic,Drama,Magic & Fantasy"
1323 Maine.wav,https://betterproblems-production-originals.s3.amazonaws.com/1323+Maine.wav,dQfKiXevj4ecbNe9gmhYaCaEjEj6iYdk.mp3,Maine (Original),73,"Swagger,Technology"
17151443_PF_Blockade_SPY_160412_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151443_PF_Blockade_SPY_160412_qt.wav,gtfOatcZavdfjsbNcadUa3dpiAh4hY.mp3,Spy Parker (Original),61,"Sports,Adventure"
17151210_Lipton_Cafe_RichardIII_140129_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151210_Lipton_Cafe_RichardIII_140129_qt.wav,hibFdRbwhzareIaicIatacfkawe1euiZ.mp3,Richard III (Original),75,"Kids,Whimsical & Quirky,Case Study,Health & Beauty,Magic & Fantasy"
1466 Shimmy.wav,https://betterproblems-production-originals.s3.amazonaws.com/1466+Shimmy.wav,d6gajCcZi7ikdlffhaifflhtbxdAf9gI.mp3,Shimmy (Original),61,"Swagger,Adventure"
17151293_Mirinda_OrangeTV_Section3_FingerSnappin_Gap_160203_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151293_Mirinda_OrangeTV_Section3_FingerSnappin_Gap_160203_qt.wav,iidjjSjIh8iXbKgJe3i9iEdlexfAgcgI.mp3,Finger Snappin' (Original),85,"Swagger,Fashion"
17150747_Bridgespan_Health_BustDuster_MUS_160919_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150747_Bridgespan_Health_BustDuster_MUS_160919_qt.wav,h7gOiBaFjIf7eHaJe8bqfmeTcqcrikaR.mp3,Bust Duster (Original),80,"Swagger,Kids"
AFSP_MARIL_MUS_Ref5_LB_190115_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_MARIL_MUS_Ref5_LB_190115_qt.wav,cSjzc5gjeRgqaOcLi5g9hzdRgHgxgU.mp3,Condor SP (Original),34,"Drama,Magic & Fantasy"
AFSP_Vivo_DiaDasMães_AiJesus_Amelie_A_112_PC_ATEdit_211214.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Vivo_DiaDasM%C3%A3es_AiJesus_Amelie_A_112_PC_ATEdit_211214.wav,ergbalcqb1h5bkiPc6bFhOeSeLiheOiz.mp3,Amelie (Original),72,"Whimsical & Quirky,Health & Beauty,Pharma"
AFSP_ITAIPAVA_Vinhetas_Ohlahlah_LS_141205_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ITAIPAVA_Vinhetas_Ohlahlah_LS_141205_qt.wav,gtb6a7f9gAg1eFisg6hXaBjUcvg4eKbO.mp3,Ohlahlah (Original),80,"Kids,Health & Beauty"
17151227_Magnolia_Intro_HopUpTop_170828_qtVox.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151227_Magnolia_Intro_HopUpTop_170828_qtVox.wav,cAbUaHdEd4eCfygchFbSjnhAagdXeKeT.mp3,Hop On Top (OG Mix),52,"Sports,Cars,Swagger,Technology"
1467 ShimmyY'all.wav,https://betterproblems-production-originals.s3.amazonaws.com/1467+ShimmyY%27all.wav,eXaWgafOgPeFhLaldshjfHiRdxcJgZjs.mp3,Shimmy (Shimmy Y'all),61,"Swagger,Adventure"
17150693_Annies_Anthem_60_151007_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150693_Annies_Anthem_60_151007_qt.wav,bwfmerhDhMfCbsiojQeFesdcjthLbDeN.mp3,Wagon (Longer Mix),73,"Whimsical & Quirky,Health & Beauty,Kids,Pharma"
Ebay_BackToSchool_Dorothy_170626_LIBEDIT_FIXENDING_RW_190624.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_BackToSchool_Dorothy_170626_LIBEDIT_FIXENDING_RW_190624.wav,hogLhDfAaqjqfofta9bncZjPcogQdee5.mp3,Dorothy (15s),80,"Sports,Technology"
AFSP_XYZ_MonstersOfRock_Vinheta1_LS_200613.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_XYZ_MonstersOfRock_Vinheta1_LS_200613.wav,eRbnh4cjaujCc6fCbQcBfVfajAfsdRgo.mp3,Heavy Rock (Original),78,"Sports,Cars,Swagger"
17151673_Verizon_Line_BumpyFunkstress_150505_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151673_Verizon_Line_BumpyFunkstress_150505_qt.wav,dldjilbjcjfohYjMe3emaDfqdrg7ft.mp3,Bumpy (Funkstress),69,"Swagger,Fashion,Technology,Sports"
1553 Centimeters.wav,https://betterproblems-production-originals.s3.amazonaws.com/1553+Centimeters.wav,bwbhfQgbhIirbWgIb3cufFgmiFiFfNa8.mp3,Centimeters (Original),56,"Technology,Whimsical & Quirky"
17150949_Facebook_Groups_Soothed_OpA_MUS_160523_qt.1.aif,https://betterproblems-production-originals.s3.amazonaws.com/17150949_Facebook_Groups_Soothed_OpA_MUS_160523_qt.1.aif,foaOhxiqidiPjPepjXjUjSgti6eSas.mp3,Soothed (Op A),49,"Health & Beauty,Music as Background,Technology"
1309 Flying.wav,https://betterproblems-production-originals.s3.amazonaws.com/1309+Flying.wav,g6gxh6cEd6iFfyg2gEfgjPb1awgDb9jV.mp3,Flying (Short Mix),76,Kids
AFSP_Tramontina_Storms[BBQRemix]_PB&VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Tramontina_Storms%5BBBQRemix%5D_PB%26VN.wav,bKj5aXbIaShAdYfhgQgMfAeqdLeodMea.mp3,Storms (BBQ Remix),44,"Western,Adventure,Cinematic,Drama"
AFSP_MARIL_MUS_Ref3_LB_190116_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_MARIL_MUS_Ref3_LB_190116_qt.wav,cgeYa2jfiuamdGdNcLe2e3foflhneeeK.mp3,Andean Tension (Original),15,"Drama,Sci-Fi,Cinematic,Case Study,Technology"
AFSP_ANAMARIA_HeavyUser_Simarik_PB_160602.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ANAMARIA_HeavyUser_Simarik_PB_160602.wav,bgaPazdbdmazdZjvbogKbYhscXaej9js.mp3,Simarik (Dazed),71,"Comedy,Kids,Whimsical & Quirky,Magic & Fantasy,Horror"
AFSP_Ford_TremDaVida_Storms(REMIX)_LIM_150225_qt_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Ford_TremDaVida_Storms%28REMIX%29_LIM_150225_qt_PB.wav,dReacZggbnamftaEgcfkdQgpbKbqekjV.mp3,Storms (Remix),44,"Western,Adventure,Cinematic,Drama"
AFSP_PhilipMorris_MarlboroGold2.0_45_MadRat_LS_150520_qt.aif,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_PhilipMorris_MarlboroGold2.0_45_MadRat_LS_150520_qt.aif,dRjah4j9a2gkhGggiDgWjGfCjvb6ilge.mp3,Mad Rat (50s),67,"Swagger,Fashion,Health & Beauty,Technology"
17151446_PF_Intro_TrainingCue_Full_160404_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151446_PF_Intro_TrainingCue_Full_160404_qt.wav,e5fldgeTiNgqahiSembcfNhtcteHdjgn.mp3,Training Cue (Full),82,"Technology,Comedy,Cars,Epic Heroes,Swagger,Chase & Action"
682 Mozart.wav,https://betterproblems-production-originals.s3.amazonaws.com/682+Mozart.wav,bNeococubDhngvdIaZiBcpiTjQaAjqgk.mp3,Mozart (Original),84,Case Study
379_Antfood_Grieg1988.wav,https://betterproblems-production-originals.s3.amazonaws.com/379_Antfood_Grieg1988.wav,cZjKeSg3cjjSdYbreujeaVg9ajjijec1.mp3,Grieg 1988 (Original),65,"Kids,Babies,Technology,Case Study"
AFSP_BUDWEISER_Buddy_Cup_MUS_WhiteNoise_V1_LS_150413_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_BUDWEISER_Buddy_Cup_MUS_WhiteNoise_V1_LS_150413_qt.wav,hHjJgpe4jAfza2dCjWicaVeOd5aHddgM.mp3,White Noise V1 (Original),84,"Swagger,Kids,Sports"
1342 Storm.wav,https://betterproblems-production-originals.s3.amazonaws.com/1342+Storm.wav,fcgSfEeIg2d9c3ctjgjuf6epbocCbPhO.mp3,Storm (Original),44,"Western,Drama,Cinematic"
17151191_INKJOY_JackInTheBox_live_150825_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151191_INKJOY_JackInTheBox_live_150825_qt.wav,gWe8cYbtjAjicAhUg7iLbngKaoh9habE.mp3,Jack In The Box (Live),74,"Swagger,Fashion,Spy"
1099 Cleans.wav,https://betterproblems-production-originals.s3.amazonaws.com/1099+Cleans.wav,hubpcneEdgezaogUePjEgYjciie7ctat.mp3,Cleans (Original),32,"Cinematic,Music as Background,Health & Beauty"
532 Buster.wav,https://betterproblems-production-originals.s3.amazonaws.com/532+Buster.wav,ghhAahhViJdmfsctaEhEjCakdccDaVjQ.mp3,Buster (Original),41,"Technology,Swagger"
20-3008_FORD_Campanha_2020_CackleFest_SynthPop_LS_Bm_152Bpm_LS_Library.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3008_FORD_Campanha_2020_CackleFest_SynthPop_LS_Bm_152Bpm_LS_Library.wav,gAdYhocdhsa8j3aGiljugWcvfmiWc2iE.mp3,Cackle Fest (Synth Pop),70,"Swagger,Kids,Sports,Adventure,Cars"
17151132_H&M_Coachella_Sandison_150319_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151132_H%26M_Coachella_Sandison_150319_qt.wav,gGgHcehLdJbCi6c2jxeDckdxgddCdC.mp3,Sandison (Dance),70,"Health & Beauty,Fashion,Sci-Fi"
17151587_Target_Dory_Surfboard_MUS_160525_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151587_Target_Dory_Surfboard_MUS_160525_qt.wav,fddxadhViVfvdNhscYcMb2euircmbBbG.mp3,Surfboard (Original),75,"Kids,Adventure"
AFSP_Fanta_Montagem_BigK_LB_MUS_180210_qt.aif.aif,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Fanta_Montagem_BigK_LB_MUS_180210_qt.aif.aif,fIfhgKgojxbYbhjeb2deiBaaavjRjJdo.mp3,Big K (Original),75,"Swagger,Fashion,Technology,Sports,Cars"
AFSP_Alice_ShortMovie_AG_151203_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Alice_ShortMovie_AG_151203_qt.wav,cUaFiKbceih1iJiUiAcYfiiggGeldHgC.mp3,Alicia (Original),35,"Drama,Cinematic,Trailer,Horror,Magic & Fantasy"
17150680_ADCN_Titles_MUS_OpB_160405_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150680_ADCN_Titles_MUS_OpB_160405_qt.wav,bcabdPb3iEdrbrcBghdxbDgXcKfod3jc.mp3,Creepy Sexy Love Party (Duplicate1),50,
JeremiahZagar_HeartStopBeating_AfterTheDescent_Original_070111_xxx_X_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/JeremiahZagar_HeartStopBeating_AfterTheDescent_Original_070111_xxx_X_4-4_WB_NXT.wav,ePeWhVcsaSghelgwhLi4iWaHdIbHaIce.mp3,After the Descent (Original),63,"Health & Beauty,Music as Background,Case Study,Technology"
AFSP_NISSAN_Olimpiadas_RoundTwo_LS_150529_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_NISSAN_Olimpiadas_RoundTwo_LS_150529_qt.wav,bIhpejj5czgnchg6fLfGdcemhDggaqjM.mp3,Round Two (Original),87,"Sports,Cars,Kids,Adventure,Swagger"
AFSP_ORLOFF_BigBoss_150326_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ORLOFF_BigBoss_150326_qt_VN.wav,duaSb3a6jZjgdnhqe1iTgGgPhbiuhA.mp3,Big Boss (Journey),73,"Swagger,Cars,Fashion"
ITAU_RockInRio_Diferenças_Baby'sAlright_PC_170813_E_93_ATEdit_220121.wav,https://betterproblems-production-originals.s3.amazonaws.com/ITAU_RockInRio_Diferen%C3%A7as_Baby%27sAlright_PC_170813_E_93_ATEdit_220121.wav,ebcxcUgrg6gwjidMamaBcpbTiyd5h6e9.mp3,Baby's Alright (Original),58,"Health & Beauty,Fashion,Technology"
EbruTV_GlobalKitchen_Boxxed_Original_100709_xxx_x_4-4_SC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/EbruTV_GlobalKitchen_Boxxed_Original_100709_xxx_x_4-4_SC_NXT.wav,dzedh1ffbcfDdabIjNjof2ahahbIjFis.mp3,Boxxed (Original),80,"Kids,Adventure,Swagger"
17150944_Facebook_Groups_Sick_MUS_160531_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150944_Facebook_Groups_Sick_MUS_160531_qt.wav,h8dDiRfwfhixjcbefqfvdvbVjrbJaQjy.mp3,Sick (Original),37,"Case Study,Technology"
AFSP_GuitarPlayer_Barking_Mus3_Op3_LS_140305_2p_Ret.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_GuitarPlayer_Barking_Mus3_Op3_LS_140305_2p_Ret.wav,eQbbd5bXebjriQeyjeaihHjlcvhicFfp.mp3,Barking (Version 2),79,Comedy
17151462_RITZ_C&T_KoopaTroopa_MUS_170207_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151462_RITZ_C%26T_KoopaTroopa_MUS_170207_qt.wav,gXf7fMbvfCdkafhucue8c7jThYdncIh5.mp3,Kroopa Troopa (Drums & Videogames),75,"Technology,Kids"
AFSP_FIAT_VarejoMoparPadrões_Hydra_LS_165030_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_FIAT_VarejoMoparPadro%CC%83es_Hydra_LS_165030_qt.wav,griJgYe3fNjzdKi9a9fPjoe3jOjljofv.mp3,Hydra (Original),81,"Cars,Sports,Swagger,Technology"
AFSP_Danio_Carona_Love80s_OP2_PB_141024_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Danio_Carona_Love80s_OP2_PB_141024_qt.wav,fDjIelboaugijzcajmaXhigOeAaVfVcy.mp3,Love 80s (Op 2),57,"Health & Beauty,Drama"
AFSP_ORLOFF_Flashback_BigBoss_150121_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ORLOFF_Flashback_BigBoss_150121_qt_VN.wav,cfjJd8jliEeiiNbgdJiAeIalcRgBb6hl.mp3,Big Boss (Hero Mix),73,"Swagger,Cars,Fashion"
17151136_Hersheys_Splat_Valkyrie_MUS_140404_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151136_Hersheys_Splat_Valkyrie_MUS_140404_qt.wav,hxcMeWikgsfna5iteoeJaShUcudIiVjy.mp3,Ride Of The Valkyries (Original),63,"Cinematic,Magic & Fantasy"
594 Bumpy.wav,https://betterproblems-production-originals.s3.amazonaws.com/594+Bumpy.wav,hsc9gUa9bbbEesezbjhCgtcmeifXitaM.mp3,Bumpy (Original),69,"Swagger,Fashion,Technology,Sports"
AFSP_FORD_MundoInclinado_Simarik_LS_160429_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_FORD_MundoInclinado_Simarik_LS_160429_qt.wav,eKfJbgiQihbKhCf7fYiWcme2eEhmhfaC.mp3,Simarik (Bazouki),68,"Comedy,Kids,Whimsical & Quirky,Magic & Fantasy,Horror"
Samsung_BlackFriday_FreeFlight_A_125_4-4_141024_VN_ATEdit_220121.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_BlackFriday_FreeFlight_A_125_4-4_141024_VN_ATEdit_220121.wav,jmbifOiHaMgIb5bbcabHcLgAcbboii.mp3,Free Flight (Original),90,"Sci-Fi,Epic Heroes,Case Study,Technology"
513 Golden.wav,https://betterproblems-production-originals.s3.amazonaws.com/513+Golden.wav,crcEfdeUaXekhkipbChMdDgCawgPbefN.mp3,Golden Five-Thirteen (Original),78,"Magic & Fantasy,Health & Beauty,Pharma,Whimsical & Quirky"
UNDP_Truth_Turth_OriginalMix_101812_xxx_X_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/UNDP_Truth_Turth_OriginalMix_101812_xxx_X_4-4_WB_NXT.wav,bihqiraRdzhAhYewhYdFeOdybDi8gqjK.mp3,The Truth (Original Mix),58,"Health & Beauty,Case Study,Technology,Cinematic,Sci-Fi"
UNDP_Truth_TheTruth_Remastered2021_101812_xxx_X_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/UNDP_Truth_TheTruth_Remastered2021_101812_xxx_X_4-4_WB_NXT.wav,cAbAjogogngJjrjOcddJgsgVc8dWgMau.mp3,The Truth (Remastered 2021),58,"Health & Beauty,Case Study,Technology,Cinematic,Sci-Fi"
LIC_Mago 200203_B__C.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIC_Mago+200203_B__C.wav,hoegbBh1cFeedocxjmbze3cahQa1cFaW.mp3,Clone (Mago Mix),86,"Health & Beauty,Technology,Case Study"
Odyssey_VN_Dm_4_4_143bpm_MIX.wav,https://betterproblems-production-originals.s3.amazonaws.com/Odyssey_VN_Dm_4_4_143bpm_MIX.wav,hIjucqdXjvewjidrjbfWgheYjRiDbodi.mp3,Odyssey (Original),77,"Kids,Adventure,Technology,Sports,Cars"
VEJA_Especialista_ThunderBeat_LB_Dm_4_4_109bpm_210906_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/VEJA_Especialista_ThunderBeat_LB_Dm_4_4_109bpm_210906_qt.wav,bEj1d9gGaWgLg2ejeJc3hXbgcYbefJfE.mp3,Thunder Beat (Original),73,"Swagger,Cars,Sports"
