,Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
1044,AFSP_LIC_Netflix_ResidenciaHill_GoatIsland_LS_93s_181009_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_LIC_Netflix_ResidenciaHill_GoatIsland_LS_93s_181009_qt.wav,gFjVhaihg3bbe3bHdOhUbGh5fwdhjadt.mp3,Goat Island (93s),7,Health & Beauty
1045,RedDor_Olhares_PureLife_Original_211015_Em_94_3_4_VN_PadovaniViolin_SerroniCello.wav,https://betterproblems-production-originals.s3.amazonaws.com/RedDor_Olhares_PureLife_Original_211015_Em_94_3_4_VN_PadovaniViolin_SerroniCello.wav,bDakgwhnhsiOhSinczhOdsiDd2epfBbG.mp3,Pure Life (Violin&Cello),7,"Pharma,Adventure,Drama,Epic Heroes,Magic & Fantasy,Trailer"
1046,OSMO_LandOfOz_LibPrint_181029_LIB_WB_LIBEDIT_ending_RW_190703.wav,https://betterproblems-production-originals.s3.amazonaws.com/OSMO_LandOfOz_LibPrint_181029_LIB_WB_LIBEDIT_ending_RW_190703.wav,bPgOfejnaueFfwi5hCaedBdjbCb6hCgW.mp3,Land of Oz (Original),7,"Babies,Kids"
1047,JoyEcho_Ravens_MIX_Upstairs_180515.wav,https://betterproblems-production-originals.s3.amazonaws.com/JoyEcho_Ravens_MIX_Upstairs_180515.wav,cJjWcfe5jXdIisaFgLdffke8bgazdAgc.mp3,Ravens (Upstairs),7,"Adventure,Chase & Action,Epic Heroes,Sci-Fi"
1048,Absolut_Campanha2021_Mirrors_Fm_4_4_210714_AmandaGrusVocals_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Absolut_Campanha2021_Mirrors_Fm_4_4_210714_AmandaGrusVocals_qt.wav,d5ancfaKfEhSaJe4iyaVjMfrardhajcu.mp3,Mirrors (Original),7,"Fashion,Health & Beauty,Technology"
1049,271_Antfood_Autumn.wav,https://betterproblems-production-originals.s3.amazonaws.com/271_Antfood_Autumn.wav,f2aacTaqawdNb1akgvhQiXi7c5dTg3aa.mp3,Autumn (Original),7,"Cars,Health & Beauty"
1050,110_Antfood_MaryCarlos.wav,https://betterproblems-production-originals.s3.amazonaws.com/110_Antfood_MaryCarlos.wav,gDaWhFhGhSdTcWhIdxgxbUj8ihgYavgV.mp3,Mary Carlos (Original),7,Adventure
1051,17151126_GWT_Jane_MUS_170306_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151126_GWT_Jane_MUS_170306_qt.wav,bGgYhoi5j3jJjPj4e8gNhrfCcGfUgRap.mp3,Jane (Original),7,"Whimsical & Quirky,Kids,Health & Beauty"
1052,KPN_Campaign2021_WeLeefHetInternet_NoVocals_210115_D_195_Duple_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/KPN_Campaign2021_WeLeefHetInternet_NoVocals_210115_D_195_Duple_PB.wav,eJgGhaejaWfgdPhJfXjQhxgLcWavhOh3.mp3,We Leef Het Internet (Instrumental),7,"Whimsical & Quirky,Kids"
1053,JEFFERSONS_MercyOfSea_BarrelRoll_Original_211103_Em_90_4-4_JH.wav,https://betterproblems-production-originals.s3.amazonaws.com/JEFFERSONS_MercyOfSea_BarrelRoll_Original_211103_Em_90_4-4_JH.wav,b4dfhtjSdQjTaTdHgUeogucjeYieac.mp3,Barrel Roll (Original),7,"Swagger,Cars,Sports"
1054,19-3150_LIC_Google_CreativityRecoded_DarkMatter_LS_200107_19h_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/19-3150_LIC_Google_CreativityRecoded_DarkMatter_LS_200107_19h_qt.wav,b6csbKffeOfbgMeGiGb1b5gdaGf9gxgr.mp3,Dark Energy (Original),7,"Cinematic,Sci-Fi,Adventure,Technology"
1055,1225 Lynx.wav,https://betterproblems-production-originals.s3.amazonaws.com/1225+Lynx.wav,iAhRjBeUi3fpjZhwjkfkhfgYfLhIjdhO.mp3,Lynx (Original),7,Swagger
1056,Goodwill_PSA_Rockville_Original_070313_Eb_xxx_4-4_WB_NXT.1.wav,https://betterproblems-production-originals.s3.amazonaws.com/Goodwill_PSA_Rockville_Original_070313_Eb_xxx_4-4_WB_NXT.1.wav,gGhpiRhrgleZhDcYgGjnf9fCaGeVdidZ.mp3,Rockville (Original),7,Health & Beauty
1057,Google_FiberQ4_MatchbookB_201116_E_132_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_FiberQ4_MatchbookB_201116_E_132_DH.wav,cGcxfvfKjnfxdnaSijfuh1bOjghPa5gr.mp3,Matchbook (B),7,Technology
1058,Natura_Pilulas2020_Grass_FR_F#_120bpm_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Natura_Pilulas2020_Grass_FR_F%23_120bpm_qt.wav,eZdYj2hRdGbug4epejgBh3gXfdfbb9eA.mp3,Grass (Original),7,"Trailer,Cinematic,Adventure,Magic & Fantasy"
1059,Kenvue_SonicBranding_2AtNight_Original_230605_C_122_4-4_BE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kenvue_SonicBranding_2AtNight_Original_230605_C_122_4-4_BE_NXT.wav,f4eZczeFgmeOaXaoaqbgbjisfNj6aRgA.mp3,2 At Night (Original),7,Corporate Manifesto
1060,AFSP_Audi_ManifestoDesejo_Hyperbolic_LB_180920_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Audi_ManifestoDesejo_Hyperbolic_LB_180920_qt.wav,hcaSj8jtcdbfcwhkjWjacYedbNahctgm.mp3,Hyperbolic (Original),7,"Swagger,Sci-Fi,Chase & Action,Technology,Cars,Sports"
1061,17151478_Samsung_SmartSwitchOde_Compound_170324_LIBRARY_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151478_Samsung_SmartSwitchOde_Compound_170324_LIBRARY_SC.wav,iXfdcvhUhdephsiDaYc4eDingwdNdudV.mp3,Compound (Original),7,Comedy
1062,1295 Avvenire.wav,https://betterproblems-production-originals.s3.amazonaws.com/1295+Avvenire.wav,bncYjNaUdae4iriYf8gGdugqfFiagZcf.mp3,Avvenire (Original),7,"Cinematic,Sci-Fi,Drama,Epic Heroes"
1063,Agoda_TravelSimplified_Daisy_180720_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Agoda_TravelSimplified_Daisy_180720_LIB_PB.wav,fhfAjThleFgYhnchhjiDhqdnhub6dJhz.mp3,Daffodil (Original),7,"Kids,Babies"
1064,1077 Speed.wav,https://betterproblems-production-originals.s3.amazonaws.com/1077+Speed.wav,fedNcBeffegxh2bpcwjPjibPjNbPakbg.mp3,Speed (Original),7,"Sports,Cars,Kids,Chase & Action"
1065,PepsiCo_LIFEWTR_Hydreau_Original_230329_Bb_92_4-4_WG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/PepsiCo_LIFEWTR_Hydreau_Original_230329_Bb_92_4-4_WG_NXT.wav,hUduhdh1ahedfbblc4frcEgBeSfgageR.mp3,Hydreau (Original),7,"Health & Beauty,Sexy & Seductive"
1066,Vale_1MilhaoDeCestas2021_SafeLife_Original_211215_A_75bpm_4_4_VN_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vale_1MilhaoDeCestas2021_SafeLife_Original_211215_A_75bpm_4_4_VN_NXT.wav,eei9e8aCaacDgwgghfdRdKcldLjgi4cY.mp3,Safe Life (Original),7,"Corporate Manifesto,Music as Background"
1067,20-3008_LIC_FORD_Campanha2020_Ranger_BadDobro_LB_Bm_4_4_110bpm_201215_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3008_LIC_FORD_Campanha2020_Ranger_BadDobro_LB_Bm_4_4_110bpm_201215_qt.wav,fPixgra7djisf8drfcjcgnhNiefFhmfb.mp3,Bad Dobro (Original),7,"Western,Drama"
1068,Smart_Electric_Zitteraal_Vox_190305_Dm_104_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Smart_Electric_Zitteraal_Vox_190305_Dm_104_WB.wav,cbaAcugmbxg4h3fxe6e6a3aCbtbsd5.mp3,Zitteraal (Vocal),7,"Whimsical & Quirky,Sci-Fi,Technology,Kids"
1069,Smirnoff_RedWhiteAndBerry_StarsWillBounce_200519_A_104_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_RedWhiteAndBerry_StarsWillBounce_200519_A_104_YE.wav,ere3b5gfcBi4aOi8dMh3cRiZgEfkfFhf.mp3,Stars Will Bounce (Vocals),7,"Swagger,Fashion,Sports"
1070,AFSP_HYundai_Creta_CaptainBeam_Longa_LS_171107_16h_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_HYundai_Creta_CaptainBeam_Longa_LS_171107_16h_qt.wav,hujKfBeRgrhFdjdahuhmhiadgPbuhDbl.mp3,Captain Beam (Original),7,"Sports,Cars,Drama,Technology,Sci-Fi"
1071,635 Yacht.wav,https://betterproblems-production-originals.s3.amazonaws.com/635+Yacht.wav,dmd9i7j6j6awc8bmatcseWjadIf1fcgb.mp3,Yacht (Original),7,Tugging on Heartstrings
1072,17151132_H&M_Coachella_Sandison_150319_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151132_H%26M_Coachella_Sandison_150319_qt.wav,gGgHcehLdJbCi6c2jxeDckdxgddCdC.mp3,Sandison (Dance),7,"Health & Beauty,Fashion,Sci-Fi"
1073,423_Antfood_HeyHeyA.wav,https://betterproblems-production-originals.s3.amazonaws.com/423_Antfood_HeyHeyA.wav,cldQeudJdpdXhEiKfSdfe3dMbajqenfV.mp3,Hey Hey (A),7,"Kids,Adventure,Babies"
1074,StarbucksXUberEats_Holiday_GingerbreadFactory_210517_E_85_4-4_SC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/StarbucksXUberEats_Holiday_GingerbreadFactory_210517_E_85_4-4_SC_NXT.wav,hbb9eUfGhrcjjUiNediXhXaVh4cQbciY.mp3,Gingerbread Factory (30s),7,Christmas Time
1075,449_Antfood_SidewaysB.wav,https://betterproblems-production-originals.s3.amazonaws.com/449_Antfood_SidewaysB.wav,f8aBbPg8cLcMaGa2e3a6gOfmg2jJjvak.mp3,Sideways (B),7,"Babies,Comedy,Whimsical & Quirky,Magic & Fantasy"
1076,VIVO_Destrave_Monstro&Princesa_Wallachia_PC_Cm_4_4_170bpm_201221_ATEdit_220223.wav,https://betterproblems-production-originals.s3.amazonaws.com/VIVO_Destrave_Monstro%26Princesa_Wallachia_PC_Cm_4_4_170bpm_201221_ATEdit_220223.wav,ebeQhAcZdZhwaJbSbBg7ghaRgfjceZaa.mp3,Wallachia (Original),7,"Epic Heroes,Cinematic,Trailer"
1077,Github_UnoverseAnimation_BlessThisMess_201123_F#_160_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Github_UnoverseAnimation_BlessThisMess_201123_F%23_160_SC.wav,d6ikitcefyiIhmbFe2bEaPdpi9hec5cg.mp3,Bless this Mess (Original),7,"Technology,Whimsical & Quirky,Case Study,Sci-Fi,Kids,Sports"
1078,17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,e3gFildTbBdqbfg6iAh9hmeEjfcYdujd.mp3,Butlesville (Original),7,Adventure
1079,200_Antfood_OptimistPrime.wav,https://betterproblems-production-originals.s3.amazonaws.com/200_Antfood_OptimistPrime.wav,eRemczdJgDctjqdEiyj4apepdYiwaLeI.mp3,Optimist Prime (Original),7,Technology
1080,Adyen_ScaleUp_BrightLights_Original_230420_Am_112_4-4_DH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Adyen_ScaleUp_BrightLights_Original_230420_Am_112_4-4_DH_NXT.wav,dBiGalabbGaBgNczjubGjsdwgcalgLgZ.mp3,Bright Lights (Original),7,Fashion
1081,SVT_Kunskapskanalen_Shiroi_Oud_022712.wav,https://betterproblems-production-originals.s3.amazonaws.com/SVT_Kunskapskanalen_Shiroi_Oud_022712.wav,iIezhZhmiZbgfrdqfVcMeicMe7dOg7gZ.mp3,Shiroi (Oud),7,Pharma
1082,Google_LiveView_Flounce_191105_124_A_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_LiveView_Flounce_191105_124_A_SC.wav,hla8eibuhjjfiog5aLahhScigPgBhfcx.mp3,Flounce (Original),7,"Adventure,Technology"
1083,Smirnoff_ZeroSugar_TreatYourself_200214_Am_120_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_ZeroSugar_TreatYourself_200214_Am_120_SC.wav,eRcvaWcjcEaeg7gZghhqg7eOf2ayf4jB.mp3,Treat Yourself (Original),7,"Fashion,Swagger,Technology"
1084,AFWW 1217 Dorado.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFWW+1217+Dorado.wav,e5cEaTgYe1h7bOdkf8hFbAdMaHd1d2g3.mp3,Dorado (Original),7,"Comedy,Whimsical & Quirky"
1085,Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,gFbKaHjXameRfeiudNabgDiocuh6aB.mp3,Elf Bois (Original),7,"Health & Beauty,Technology"
1086,AFSP_Natura_MovimentoMaquiagem_NaieLaie_TM_140624_qt_Ret.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Natura_MovimentoMaquiagem_NaieLaie_TM_140624_qt_Ret.wav,eDiuc6c7gcfEfdjKcBcmiIducygoc9cB.mp3,Naie Laie (Original),7,"Cars,Swagger"
1087,Antfood_Agave_DirectorsCut_44_180605.wav,https://betterproblems-production-originals.s3.amazonaws.com/Antfood_Agave_DirectorsCut_44_180605.wav,goidhtjIincwg5ashldDdJcJcPiTboem.mp3,Coffee With Rum (Agave),7,"Health & Beauty,Technology,Whimsical & Quirky"
1088,DAMASCO_Damasco2020_Homecoming_LB_AG_C_4_4_85bpm_210330_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/DAMASCO_Damasco2020_Homecoming_LB_AG_C_4_4_85bpm_210330_qt.wav,hQf1dObuhljeeFjjgxhQiyhsbkf7jTj5.mp3,Homecoming (Original),7,"Technology,Health & Beauty,Pharma"
1089,Motel6_ForYou_RecuerdosFuturos_Original_210601_E_135_3-4_DH_JacksonFitzgeraldGuitars.wav,https://betterproblems-production-originals.s3.amazonaws.com/Motel6_ForYou_RecuerdosFuturos_Original_210601_E_135_3-4_DH_JacksonFitzgeraldGuitars.wav,eud8axgadufte9bfgYaodcikjscEcFgE.mp3,Recuerdos Futuros (Original),7,Health & Beauty
1090,BP-NCTA_Collections_Ablebodies_ExtendedAnalogMix_230104_D_80_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/BP-NCTA_Collections_Ablebodies_ExtendedAnalogMix_230104_D_80_4-4_WB_NXT.wav,eohyc6iGdib8degpfFeea1ighWjugoio.mp3,Ablebodies (Extended Analog Mix),7,"Cars,Whimsical & Quirky,Magic & Fantasy,Sci-Fi,Technology"
1091,1620 Gore_Ver2.wav,https://betterproblems-production-originals.s3.amazonaws.com/1620+Gore_Ver2.wav,iydEfnhziUebbCf6jBf9g5a4hxaBitaK.mp3,Gore (Version 2),7,"Technology,Kids,Sci-Fi"
1092,Vanish_Pink&White_Sheron_Gloomy_PC_210728_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vanish_Pink%26White_Sheron_Gloomy_PC_210728_qt.wav,jBbhirf8fbfXcthnaPjefEg1jwgWij.mp3,Gloomy (Original),7,"Kids,Adventure,Technology,Swagger"
1093,Xiidra_BrandedTV_Reuben_MUS_180316_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Xiidra_BrandedTV_Reuben_MUS_180316_LIB_SC.wav,fqf3eAcqg6dBgUhTfojbe6cjcUbojGfg.mp3,Reuben (Original),7,"Music as Background,Babies,Kids"
1094,735 Streamline.wav,https://betterproblems-production-originals.s3.amazonaws.com/735+Streamline.wav,higIgZgubrf4ccexgejabtc6hhcqcd.mp3,Streamline (Original),7,Kids
1095,QuintoAndar_PazNoCaos_TiVoglioBene_Original_MaleVocal_210604_Ab_86_4-4_FR_AlexandreMonariVocals.wav,https://betterproblems-production-originals.s3.amazonaws.com/QuintoAndar_PazNoCaos_TiVoglioBene_Original_MaleVocal_210604_Ab_86_4-4_FR_AlexandreMonariVocals.wav,ezbcdlcEiddnb3bta4gMcSfChhekcpb2.mp3,Ti Voglio Bene (Original),7,"Elegant & Sophisticated,Nostalgia Evoking"
1096,Clash_Rascals_Flechas_180411_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_Flechas_180411_LIB_WB.wav,iIbqeEijgahQgAeDhsfbambpdFgphPb4.mp3,Flechas (Original),7,"Comedy,Chase & Action,Whimsical & Quirky,Kids,Magic & Fantasy"
1097,17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,gtbYfviwfydNjeiEgJc6h6hAjng7cRh3.mp3,Itinerary (Original),7,"Kids,Whimsical & Quirky,Magic & Fantasy,Technology"
1098,1051 Stripes.wav,https://betterproblems-production-originals.s3.amazonaws.com/1051+Stripes.wav,daj3cajNgCe3hscFjQj8azbdaBbujYdo.mp3,Stripes (Original),7,"Sports,Chase & Action,Kids"
1099,Sonos_Reactive_PagesWritten_Leaps_141009_C_104_4-4_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Sonos_Reactive_PagesWritten_Leaps_141009_C_104_4-4_WB.wav,hLiSecaLitdIcrgWjHcbgdh1cQi3emeg.mp3,Pages Written (Leaps),7,"Technology,Health & Beauty"
1100,17151691_Verizon_Line_Catalyst_150501_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151691_Verizon_Line_Catalyst_150501_qt.wav,e6f9dva6j8a2gecZe8jyaXcDjjeo.mp3,Catalyst (Original),7,"Fashion,Technology"
1101,WhatsApp_Care_MeiaDuzia_TwinkleVocal(KH)_200801_C_106_6-8_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/WhatsApp_Care_MeiaDuzia_TwinkleVocal%28KH%29_200801_C_106_6-8_WB.wav,hTb9i5fxdBhpbRfijtcGbedNfKcJgNen.mp3,Meia Duzia (Vocal Cutdown),7,"Case Study,Health & Beauty"
1102,19-3125_Jeep_Q1_Cenarios_Dawn_FR_124BPM_3_4_Bb_200108_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/19-3125_Jeep_Q1_Cenarios_Dawn_FR_124BPM_3_4_Bb_200108_qt.wav,gWjaaPftg7ijjPaecjbXaHhgdzeMd1a5.mp3,Dawn (Original),7,"Sports,Cars,Technology,Cinematic"
1103,20-3223_Banco24h_4Saques_Mus_Freeloader_C_Em_4_4_123bpm_PC_210201_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3223_Banco24h_4Saques_Mus_Freeloader_C_Em_4_4_123bpm_PC_210201_qt.wav,iTercaixaCbZfIdjcPcIjGjQguiDduci.mp3,Freeloader (Original),7,"Sports,Swagger,Adventure"
1104,17151609_TotalWireless_Balloons_Peppers_OP2_150212_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151609_TotalWireless_Balloons_Peppers_OP2_150212_qt.wav,fkaoeDdRjMencSgIchg7dgjZdfbIe2eS.mp3,Peppers (II),7,"Kids,Sports,Technology,Adventure"
1105,Smirnoff_RedWhiteAndBerry_Pyramid_200625_Bm_126_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_RedWhiteAndBerry_Pyramid_200625_Bm_126_DH.wav,f9iziPgXjiiMb2d5eDfrdzh7bVfHgpgG.mp3,Pyramid (Original),7,"Swagger,Fashion,Health & Beauty,Technology"
1106,Magnolia_Ghost_WaveFi_201002_D_Amb_BERW.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Ghost_WaveFi_201002_D_Amb_BERW.wav,iCbahfd2bDe8jtdTiab5apfFaqbHihc2.mp3,Wave Fi (Ambient),7,"Technology,Case Study,Pharma"
1107,17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,bcfYf7e5hNgua8fqevdhhGephodHiZfp.mp3,Dwelling (Original),7,"Apparel & Retail,Swagger"
1108,1339 Sampa.wav,https://betterproblems-production-originals.s3.amazonaws.com/1339+Sampa.wav,bsavfucNb6giavbggeihczhhiggfadaR.mp3,Sampa (Vocals),7,"Swagger,Cars"
1109,NorthernTrust_BridgeCampaign_Pontificate_200713_Ab_82_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/NorthernTrust_BridgeCampaign_Pontificate_200713_Ab_82_DH.wav,dJfRfod3i7cgdhbzfPcQhUdreZayfbfT.mp3,Pontificate (Original),7,"Music as Background,Babies,Cinematic"
1110,CarterCenter_Vote_GetYourPluribusOn_MUS_200929_C_114_WB_JFFlute.wav,https://betterproblems-production-originals.s3.amazonaws.com/CarterCenter_Vote_GetYourPluribusOn_MUS_200929_C_114_WB_JFFlute.wav,g3aGaZaNbNcXf9abgvgihAfzbpiEjei8.mp3,Get Your Pluribus On (Original Harder Snare),7,Whimsical & Quirky
1111,Samsung_Crown_Blotted_180820_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Crown_Blotted_180820_LIB_BE.wav,fvgreCaXeTdiiLf9iSdtdcjSfBc5jibl.mp3,Blotted (Original),7,Primal Human Drums
1112,Huggies_PullUpsNewLeaf_FoliageParty_100_G_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Huggies_PullUpsNewLeaf_FoliageParty_100_G_YE.wav,fIe8i3fejvf2iFcQdDaIiJe4aGgJczd7.mp3,Foliage Party (Original),7,"Babies,Kids,Whimsical & Quirky,Health & Beauty,Pharma,Technology,Adventure"
1113,17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,h7gdjhbraEhJghiObxgoaJcVdIfUeGgP.mp3,Timbrefest (Full),7,"Magic & Fantasy,Whimsical & Quirky,Cars,Kids,Technology"
1114,8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH.wav,ila6hrbDcbiWgqgBbpi1gthRfaeEhhdN.mp3,Sunflower Fields (Original),7,Music as Background
1115,1462 Saville.wav,https://betterproblems-production-originals.s3.amazonaws.com/1462+Saville.wav,bcg9iZfgdadhf7fphcfodEgyaAgfikcG.mp3,Saville (90s),7,"Magic & Fantasy,Cinematic,Health & Beauty"
1116,IMPC_EndCredits_210118_C_87_Duple_RW.wav,https://betterproblems-production-originals.s3.amazonaws.com/IMPC_EndCredits_210118_C_87_Duple_RW.wav,iteBjaaRjlboeLidiBaVhcaabccqjyeV.mp3,Curtain Close (Original),7,"Health & Beauty,Technology,Adventure"
1117,FORTRA_ThePerfectFit_OurEvolution_Original_221017_B_90_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/FORTRA_ThePerfectFit_OurEvolution_Original_221017_B_90_4-4_YE_NXT.wav,dJaVfZdWiLg2fjgGeMecbzcZijfPhzgf.mp3,Our Evolution (Original),7,"Music as Background,Fashion,Health & Beauty,Technology"
1118,616 Hangouts.wav,https://betterproblems-production-originals.s3.amazonaws.com/616+Hangouts.wav,eIjheabGjmcjieehcAhYiuaqhfgjgSdn.mp3,Hangouts Afterhours (Original),7,Apparel & Retail
1119,StarbucksXUberEats_Holiday_JustGlad_NoVox_201027_DH_120_D#.wav,https://betterproblems-production-originals.s3.amazonaws.com/StarbucksXUberEats_Holiday_JustGlad_NoVox_201027_DH_120_D%23.wav,bVeRacgsaUj4bxhKfOefc8bVckfpfUiQ.mp3,Just Glad (Instrumental),7,"Adventure,Health & Beauty"
1120,ChenMan_Interview_Aperture_Original_020712.wav,https://betterproblems-production-originals.s3.amazonaws.com/ChenMan_Interview_Aperture_Original_020712.wav,iPgfcJcraPcUh4gnatdmise5ciiSbWhP.mp3,Aperture (Original),7,"Health & Beauty,Case Study,Technology,Cinematic"
1121,Adyen_ScaleUp_HalfNelson_PopInterpretation_230404_A_116_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Adyen_ScaleUp_HalfNelson_PopInterpretation_230404_A_116_4-4_WB_NXT.wav,hcisiPaAc4iMjMcfdfgDj1aOhSbceDh5.mp3,Half Nelson (Pop Interpretation),7,"Swagger,Corporate Manifesto"
1122,NobelBiocare_N1Introduction_Anchor_PB_190612_q.wav,https://betterproblems-production-originals.s3.amazonaws.com/NobelBiocare_N1Introduction_Anchor_PB_190612_q.wav,e3eYcGiIb6gJaBgviSbBjuaqiWi6fLaJ.mp3,Anchor (Original),7,"Fashion,Health & Beauty,Technology"
1123,VerizonRewards_Want_Yggdrasil_190426_B_125_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Yggdrasil_190426_B_125_YE.wav,fbhIiNdGideOcNc4jwhyf5bQj2jHfzcp.mp3,Nine Worlds of Yggdrasil (Original),7,"Technology,Adventure,Swagger"
1124,AFSP_COMPANHIADASLETRAS_DescontosNecessarios_HappySynthoo_LB_190221_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_COMPANHIADASLETRAS_DescontosNecessarios_HappySynthoo_LB_190221_qt.wav,eugcchhCbGf3cYbLjbf4f1fAjocp.mp3,Happy Synthoo (Original),7,"Technology,Health & Beauty,Case Study,Babies"
1125,AFSP_Vw_Saveiro_FlyWisk_PB_140812_2p-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Vw_Saveiro_FlyWisk_PB_140812_2p-01.wav,hlhIaDgYcGeYbIi9gPhRemeshBesgPcl.mp3,Fly Wisk (Original),7,"Sports,Cars,Swagger,Chase & Action"
1126,1314 HotWater_V1.wav,https://betterproblems-production-originals.s3.amazonaws.com/1314+HotWater_V1.wav,dwgXexcZfBdwhegCc8hwjNiJjQftjvcF.mp3,Hot Water (A),7,"Comedy,Kids,Whimsical & Quirky,Drama,Chase & Action"
1127,610 Wharf.wav,https://betterproblems-production-originals.s3.amazonaws.com/610+Wharf.wav,ifh7fHbzbFfpbhaebWdJdKfIjvefbpiW.mp3,Wharf (Original),8,"Comedy,Kids,Cinematic,Epic Heroes,Magic & Fantasy"
1128,715 SonoToki.wav,https://betterproblems-production-originals.s3.amazonaws.com/715+SonoToki.wav,fbaHcwjWgVcVbMeeaZicjKc1f2cCficE.mp3,Sono Toki (Original),8,"Kids,Whimsical & Quirky"
1129,Trident_TridentMax2022_Pinel_Original_220128_A_134bpm_4_4_VN_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Trident_TridentMax2022_Pinel_Original_220128_A_134bpm_4_4_VN_NXT.wav,f5jFgCaNbccHgwfbixaAgRfDh3ftd4hv.mp3,Pinel (Original),8,Beach & Summer
1130,AFSP_FORD_HotelEcoSport_BlueLight_151118_16h_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_FORD_HotelEcoSport_BlueLight_151118_16h_qt_VN.wav,fejwdkf4gBenbnd6e4iLauhPiziogeal.mp3,Blue Light (Original),8,"Epic Heroes,Technology,Cars,Cinematic,Sci-Fi"
