recording,audio_path,s3-key,temp
Marmelo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150979_FamilyJr_Tonight_Marmelo_150603_qt.wav,17150979_FamilyJr_Tonight_Marmelo_150603_qt.wav,82
Apeck (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150980_FCS_Bridge_Pecker_082313_qt.wav,17150980_FCS_Bridge_Pecker_082313_qt.wav,80
Arcadology (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/FITC_Titles_Arcadology_Original_160411_Em_92_4-4_WB-YE-DH-PB-SC_NXT.wav,FITC_Titles_Arcadology_Original_160411_Em_92_4-4_WB-YE-DH-PB-SC_NXT.wav,67
Berne (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150983_Foursquare_Berne_Mix_140213_loop_qt.wav,17150983_Foursquare_Berne_Mix_140213_loop_qt.wav,85
Carioca Samba (Cavaco e Pandeiro),/home/pedro/dev/antfood/percussive-gen/data/audio/17150984_FruitSnacks_CariocaSamba_Cavaquinho_OpB_Slower_140129_qt.wav,17150984_FruitSnacks_CariocaSamba_Cavaquinho_OpB_Slower_140129_qt.wav,85
Carioca Samba (Cavaquinho),/home/pedro/dev/antfood/percussive-gen/data/audio/17150985_FruitSnacks_CariocaSamba_Cavaquinho_OpB2_Slower_140129_qt.wav,17150985_FruitSnacks_CariocaSamba_Cavaquinho_OpB2_Slower_140129_qt.wav,85
Carioca Samba (Cuica),/home/pedro/dev/antfood/percussive-gen/data/audio/17150986_FruitSnacks_CariocaSamba_Cavaquinho_OpC_Slower_140129_qt.wav,17150986_FruitSnacks_CariocaSamba_Cavaquinho_OpC_Slower_140129_qt.wav,85
Barker (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150987_Fruitsnacks_ClawMachine_30_Splits_MUS_150505_qt.wav,17150987_Fruitsnacks_ClawMachine_30_Splits_MUS_150505_qt.wav,38
Seepers (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150989_FSSamsung_Seepers_053013.1_qt.aif,17150989_FSSamsung_Seepers_053013.1_qt.aif,55
Bluish (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150990_Gap_Sustainability_Water_Bluish_160802_qt.wav,17150990_Gap_Sustainability_Water_Bluish_160802_qt.wav,56
Cylinders (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150991_Gap_Sustainability_Water_Cylinders_160802_qt.wav,17150991_Gap_Sustainability_Water_Cylinders_160802_qt.wav,73
Heard You (Piano),/home/pedro/dev/antfood/percussive-gen/data/audio/17150992_Gap_Sustainability_Water_HeardYouPiano_160802_qt.wav,17150992_Gap_Sustainability_Water_HeardYouPiano_160802_qt.wav,56
Heard You (Sine),/home/pedro/dev/antfood/percussive-gen/data/audio/17150993_Gap_Sustainability_Water_HeardYouSine_160802_qt.wav,17150993_Gap_Sustainability_Water_HeardYouSine_160802_qt.wav,58
Onestrument (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150995_Gap_Sustainability_Water_Onestrument_160802_qt.wav,17150995_Gap_Sustainability_Water_Onestrument_160802_qt.wav,76
Drexler (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150996_Gap_Water_Drexler_MUS_160727_qt.wav,17150996_Gap_Water_Drexler_MUS_160727_qt.wav,80
Negative Space (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150997_Gap_Water_NegativeSpace_MUS_160727_qt.wav,17150997_Gap_Water_NegativeSpace_MUS_160727_qt.wav,85
88 Wakeup (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150998_GeneralMills_BigG_88Wakeup_170901_LIBRARY_DH.wav,17150998_GeneralMills_BigG_88Wakeup_170901_LIBRARY_DH.wav,85
Chug-a-lug (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150999_GeneralMills_BigG_Chug-A-lug_170522_LIBRARY_SC.wav,17150999_GeneralMills_BigG_Chug-A-lug_170522_LIBRARY_SC.wav,85
Crook (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151000_GeneralMills_BigG_Crook_MUS_170508_PSB.wav,17151000_GeneralMills_BigG_Crook_MUS_170508_PSB.wav,79
Gandalf In The Morning (Ramp),/home/pedro/dev/antfood/percussive-gen/data/audio/17151001_GeneralMills_BigG_GandalfInTheMorningRamp_MUS_170526_LIBRARY_WB.wav,17151001_GeneralMills_BigG_GandalfInTheMorningRamp_MUS_170526_LIBRARY_WB.wav,72
Gandalf In The Morning (Step),/home/pedro/dev/antfood/percussive-gen/data/audio/17151002_GeneralMills_BigG_GandalfInTheMorningStep_MUS_170526_LIBRARY_WB.wav,17151002_GeneralMills_BigG_GandalfInTheMorningStep_MUS_170526_LIBRARY_WB.wav,72
Gold Collage (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151003_GeneralMills_BigG_GandalfsGoldCollage_MUS_170525_LIBRARY_WB.wav,17151003_GeneralMills_BigG_GandalfsGoldCollage_MUS_170525_LIBRARY_WB.wav,65
Get Ready (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151004_GeneralMills_BigG_GetReady_170508_LIBRARY_SC.wav,17151004_GeneralMills_BigG_GetReady_170508_LIBRARY_SC.wav,49
Good Golly (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151005_GeneralMills_BigG_GoodGolly_170901_LIBRARY_DH.wav,17151005_GeneralMills_BigG_GoodGolly_170901_LIBRARY_DH.wav,95
Beetletown (Without Maurice and JoJo),/home/pedro/dev/antfood/percussive-gen/data/audio/17151010_GhostsMakingOf_Beetletown_NoRavelBach_150715_qt.wav,17151010_GhostsMakingOf_Beetletown_NoRavelBach_150715_qt.wav,81
Beetletown (Old School),/home/pedro/dev/antfood/percussive-gen/data/audio/17151011_GhostsMakingOf_Beetletown_OldSchool_150715_qt.wav,17151011_GhostsMakingOf_Beetletown_OldSchool_150715_qt.wav,81
Airplane Girl (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151012_GiantAnt_AirplaneGirl_MUS_170425_qt.wav,17151012_GiantAnt_AirplaneGirl_MUS_170425_qt.wav,70
5 Miles (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151013_Gilette_Moonraker_5Miles_160502_qt.wav,17151013_Gilette_Moonraker_5Miles_160502_qt.wav,14
Creeping On (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151014_Gilette_Moonraker_CreepingOn_160502_qt.wav,17151014_Gilette_Moonraker_CreepingOn_160502_qt.wav,48
Dilwords (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151015_Gilette_Moonraker_Dilwords_160502_qt.wav,17151015_Gilette_Moonraker_Dilwords_160502_qt.wav,46
Rubber Mallet (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151016_Gilette_Moonraker_RubberMallet_160502_qt.wav,17151016_Gilette_Moonraker_RubberMallet_160502_qt.wav,15
Blofeld (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151017_Gillette_Moonraker_Blofeld_160502_qt.wav,17151017_Gillette_Moonraker_Blofeld_160502_qt.wav,69
Drax (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151018_Gillette_Moonraker_Drax_160502_qt.wav,17151018_Gillette_Moonraker_Drax_160502_qt.wav,28
Spang (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151019_Gillette_Moonraker_Spang_160502_qt.wav,17151019_Gillette_Moonraker_Spang_160502_qt.wav,16
Bristol (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151022_Google_Answers_Bristol_MUS_170201_qt.wav,17151022_Google_Answers_Bristol_MUS_170201_qt.wav,100
Bus Stop (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151023_Google_Answers_BusStop_MUS_170201_qt.wav,17151023_Google_Answers_BusStop_MUS_170201_qt.wav,85
Here With Me (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151025_Google_Answers_HereWithMe_MUS_170201_qt.wav,17151025_Google_Answers_HereWithMe_MUS_170201_qt.wav,85
Hurry Home (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151026_Google_Answers_HurryHome_MUS_170201_qt.wav,17151026_Google_Answers_HurryHome_MUS_170201_qt.wav,85
Semicool (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151027_Google_Answers_Semicool_MUS_170201_qt.wav,17151027_Google_Answers_Semicool_MUS_170201_qt.wav,84
There With You (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151028_Google_Answers_ThereWithYou_MUS_170201_qt.wav,17151028_Google_Answers_ThereWithYou_MUS_170201_qt.wav,84
Braggadocious (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151029_Google_Chirp_Braggadocious_160929_qt.wav,17151029_Google_Chirp_Braggadocious_160929_qt.wav,87
Crypts65 (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151030_Google_Chirp_Crypts65_160929_qt.wav,17151030_Google_Chirp_Crypts65_160929_qt.wav,75
Homerun (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151031_Google_Chirp_Homerun_OpA_160929_qt.wav,17151031_Google_Chirp_Homerun_OpA_160929_qt.wav,85
Peep (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151032_Google_Chirp_Peep_160929_qt.wav,17151032_Google_Chirp_Peep_160929_qt.wav,85
Silver Bullet (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151033_Google_Chirp_SilverBullet_160929_qt.wav,17151033_Google_Chirp_SilverBullet_160929_qt.wav,85
Crowns (Minimal Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151036_Google_CodedWithLove_CrownsMin_MUS_160203_qt.wav,17151036_Google_CodedWithLove_CrownsMin_MUS_160203_qt.wav,69
Hopper (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151037_Google_CodedWithLove_Hopper_MUS_160203_qt.wav,17151037_Google_CodedWithLove_Hopper_MUS_160203_qt.wav,85
Crowns (Main Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151038_Google_CodedWithLove_MUS_160209_qt.wav,17151038_Google_CodedWithLove_MUS_160209_qt.wav,85
Sesam (90s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151039_Google_CodedWithLove_Sesam_MUS_160203_qt_PB.wav,17151039_Google_CodedWithLove_Sesam_MUS_160203_qt_PB.wav,60
Bouncy Castle (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151040_Google_Dots_BouncyCastle_151027_qt.wav,17151040_Google_Dots_BouncyCastle_151027_qt.wav,70
Sandovalia (Sin Doctor Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151041_Google_Dots_SinDoctor_151027_qt.wav,17151041_Google_Dots_SinDoctor_151027_qt.wav,74
Boom Chic (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151042_Google_EarthVR_Cities_BoomChic_160509_qt.wav,17151042_Google_EarthVR_Cities_BoomChic_160509_qt.wav,82
Settle (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151043_Google_EarthVR_Cities_Settle_160509_qt.wav,17151043_Google_EarthVR_Cities_Settle_160509_qt.wav,85
Zoroder (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151044_Google_EarthVR_Cities_Zoroder_160508_qt.wav,17151044_Google_EarthVR_Cities_Zoroder_160508_qt.wav,85
Spectra (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151045_Google_EarthVR_Colors_Spectra_160511_qt.wav,17151045_Google_EarthVR_Colors_Spectra_160511_qt.wav,85
Terra Firma (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151046_Google_EarthVR_Colors_TerraFirma_161028_qt.wav,17151046_Google_EarthVR_Colors_TerraFirma_161028_qt.wav,77
Dune Cruise (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151047_Google_EarthVR_Deserts_DuneCruise_160511_qt.wav,17151047_Google_EarthVR_Deserts_DuneCruise_160511_qt.wav,15
Normandy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151051_Google_EarthVR_J2S_Normandy_160603_qt.wav,17151051_Google_EarthVR_J2S_Normandy_160603_qt.wav,85
Gaia (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151052_Google_EarthVR_JourneyToSpace_Gaia_MUS_160422_qt.wav,17151052_Google_EarthVR_JourneyToSpace_Gaia_MUS_160422_qt.wav,85
Mondetre (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151053_JourneytoSpace.wav,17151053_JourneytoSpace.wav,85
Rainbow Child (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151054_Google_EarthVR_JourneyToSpace_RainbowChild_MUS_160422_qt.wav,17151054_Google_EarthVR_JourneyToSpace_RainbowChild_MUS_160422_qt.wav,35
Aqaba (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151055_Google_EarthVR_Landmarks_Aqaba_FullMIX_160927_qt.wav,17151055_Google_EarthVR_Landmarks_Aqaba_FullMIX_160927_qt.wav,85
Obelisk (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151056_Google_EarthVR_Landmarks_Obelisk_MUS_160428_qt.wav,17151056_Google_EarthVR_Landmarks_Obelisk_MUS_160428_qt.wav,81
Solar Flare (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151057_Google_EarthVR_SolarFlare_170413_qt.wav,17151057_Google_EarthVR_SolarFlare_170413_qt.wav,88
Space Is The Place (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151058_SpaceIsThePlace.wav,17151058_SpaceIsThePlace.wav,85
Sorry (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151060_Google_EarthVR_T5_CIT_MUS_161027.2_qt.aif,17151060_Google_EarthVR_T5_CIT_MUS_161027.2_qt.aif,59
Keen (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151063_Google_EarthVR_Water_Keen_160509_qt.wav,17151063_Google_EarthVR_Water_Keen_160509_qt.wav,47
Thalassa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151064_Google_EarthVR_Water_Thalassa_Stereo_161031_qt.wav,17151064_Google_EarthVR_Water_Thalassa_Stereo_161031_qt.wav,72
On The Way (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151065_Google_Express_OnTheWay_MUS_170815_SC.wav,17151065_Google_Express_OnTheWay_MUS_170815_SC.wav,66
Tricklings (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151066_Google_Express_Tricklings_MUS_170815_YE.wav,17151066_Google_Express_Tricklings_MUS_170815_YE.wav,85
Glyphs (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151068_Google_Fonts_Glyphs_160602_qt.wav,17151068_Google_Fonts_Glyphs_160602_qt.wav,85
Morning Person (Minimal Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151069_Google_Fonts_MorningPerson_160526_qt.wav,17151069_Google_Fonts_MorningPerson_160526_qt.wav,81
Ducts (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151070_Google_Gale_Ducts_160926_qt.wav,17151070_Google_Gale_Ducts_160926_qt.wav,73
Retro Futurist (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151071_Google_Gale_RetroFuturist_160926.1_qt.aif,17151071_Google_Gale_RetroFuturist_160926.1_qt.aif,85
Shear (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151072_Google_Gale_Shear_160926_qt.wav,17151072_Google_Gale_Shear_160926_qt.wav,67
Alaska (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151073_Google_Homecoming_Alaska_MUS_160923_qt.wav,17151073_Google_Homecoming_Alaska_MUS_160923_qt.wav,85
Dwelling (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,17151075_Google_Homecoming_Dwelling_MUS_160923_qt.wav,86
Kinfolk (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151076_Google_Homecoming_Kinfolk_MUS_160923_qt.wav,17151076_Google_Homecoming_Kinfolk_MUS_160923_qt.wav,85
No Place Like (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151077_Google_Homecoming_NoPlaceLike_MUS_160923_qt.wav,17151077_Google_Homecoming_NoPlaceLike_MUS_160923_qt.wav,85
Safe Harbor (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151079_Google_Luther_SafeHarbor_160926_qt.wav,17151079_Google_Luther_SafeHarbor_160926_qt.wav,66
Vectoria (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151081_Google_material.io_Vectoria_MUS_161003_qt.aif,17151081_Google_material.io_Vectoria_MUS_161003_qt.aif,84
Doolan (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151082_Google_MaterialDesign_Doolan_MUS_170329_qt.wav,17151082_Google_MaterialDesign_Doolan_MUS_170329_qt.wav,28
McQuack (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151083_Google_MaterialDesign_McQuack_MUS_170329_qt.wav,17151083_Google_MaterialDesign_McQuack_MUS_170329_qt.wav,85
Rectangular (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151084_Google_MaterialDesign_NoSD_FinalMix_170503_qt.wav,17151084_Google_MaterialDesign_NoSD_FinalMix_170503_qt.wav,83
Tertian Leap (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151087_Google_MaterialDesign_TertianLeap_MUS_170329_qt.wav,17151087_Google_MaterialDesign_TertianLeap_MUS_170329_qt.wav,74
Proxy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151091_Google_Span2016_Proxy_Sizzle_FinalMix_161221_qt.wav,17151091_Google_Span2016_Proxy_Sizzle_FinalMix_161221_qt.wav,72
Sixers (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/Google_Span2016_Sixers_160906_C_145_WB_ATEdit_220121.wav,Google_Span2016_Sixers_160906_C_145_WB_ATEdit_220121.wav,81
Wingnut (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151093_Google_Span2016_Wingnut_160908_qt.wav,17151093_Google_Span2016_Wingnut_160908_qt.wav,85
Mumtaz (Piano),/home/pedro/dev/antfood/percussive-gen/data/audio/17151094_Google_Taj_Mumtaz_140212_qt.wav,17151094_Google_Taj_Mumtaz_140212_qt.wav,81
Mumtaz (Harmonium),/home/pedro/dev/antfood/percussive-gen/data/audio/17151095_Google_Taj_Mumtaz_140212.2_qt.aif,17151095_Google_Taj_Mumtaz_140212.2_qt.aif,81
Shruti (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151097_Google_Taj_Shruti_140212_qt.wav,17151097_Google_Taj_Shruti_140212_qt.wav,85
Eptesicus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151100_Google_Trends_Eptesicus_150604_qt.wav,17151100_Google_Trends_Eptesicus_150604_qt.wav,33
Serum (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151101_Google_Trends_Serum_150603_qt.wav,17151101_Google_Trends_Serum_150603_qt.wav,26
Clickbait (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151106_GoogleChoupette_Clickbait_160216.1_qt.aif,17151106_GoogleChoupette_Clickbait_160216.1_qt.aif,88
Dinosaur Playground (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151107_GoogleChoupette_DinosaurPlayground_151120_qt.wav,17151107_GoogleChoupette_DinosaurPlayground_151120_qt.wav,81
Fiddle With (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151108_GoogleChoupette_FiddleWith_151120_qt.wav,17151108_GoogleChoupette_FiddleWith_151120_qt.wav,72
Morning Person (Full Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151109_GoogleFonts_MorningPerson_MUS_160614_qt.wav,17151109_GoogleFonts_MorningPerson_MUS_160614_qt.wav,81
McAloon (Slippery),/home/pedro/dev/antfood/percussive-gen/data/audio/17151110_GooglePlay_McAloon_MUS_91.5HipHop_150617_qt.aif,17151110_GooglePlay_McAloon_MUS_91.5HipHop_150617_qt.aif,80
McAloon (West Coast),/home/pedro/dev/antfood/percussive-gen/data/audio/17151111_GooglePlay_McAloonWIP_150615_qt.wav,17151111_GooglePlay_McAloonWIP_150615_qt.wav,80
Ambirltzer (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151112_GoogleTrends_Ambirltzer_150604_qt.wav,17151112_GoogleTrends_Ambirltzer_150604_qt.wav,57
Itinerary (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,17151115_GoogleX_TheMoonshotFactory_Itinerary_MUS_170428_qt.wav,70
The Grand Tour (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151116_GoogleX_TheMoonshotFactory_TheGrandTour_MUS_170428_qt.wav,17151116_GoogleX_TheMoonshotFactory_TheGrandTour_MUS_170428_qt.wav,85
Zeiss (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151117_GoogleX_TheMoonshotFactory_Zeiss_MUS_170428_qt.wav,17151117_GoogleX_TheMoonshotFactory_Zeiss_MUS_170428_qt.wav,85
Crescendon't (A),/home/pedro/dev/antfood/percussive-gen/data/audio/17151118_Gravity_Intro_MUSonly_073013_qt.wav,17151118_Gravity_Intro_MUSonly_073013_qt.wav,15
Crescendon't (B),/home/pedro/dev/antfood/percussive-gen/data/audio/17151119_Gravity_Intro_MUSonly_OP2_073013_qt.wav,17151119_Gravity_Intro_MUSonly_OP2_073013_qt.wav,15
Mhysa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151120_GreenGiant_Mhysa_MUS_080213_qt.wav,17151120_GreenGiant_Mhysa_MUS_080213_qt.wav,76
Earthworks (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151121_GreenGiant_ThisOrThat_Earthworks_MUS_080513_qt.wav,17151121_GreenGiant_ThisOrThat_Earthworks_MUS_080513_qt.wav,80
Chiffonade (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151122_GWT_Chiffonade_170228_qt.wav,17151122_GWT_Chiffonade_170228_qt.wav,82
Dingo Babies (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151123_GWT_DingoBabies_170228_qt.wav,17151123_GWT_DingoBabies_170228_qt.wav,80
Garbanzo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151124_GWT_Garbanzo_MUS_170306_qt.wav,17151124_GWT_Garbanzo_MUS_170306_qt.wav,56
Get Real (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151125_GWT_GetReal_170228_qt.wav,17151125_GWT_GetReal_170228_qt.wav,85
Jane (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151126_GWT_Jane_MUS_170306_qt.wav,17151126_GWT_Jane_MUS_170306_qt.wav,83
Knitted (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151127_GWT_Knitted_MUS_170306_qt.wav,17151127_GWT_Knitted_MUS_170306_qt.wav,99
Lesma (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151128_GWT_Lesma_MUS_170306_qt.wav,17151128_GWT_Lesma_MUS_170306_qt.wav,83
Pit Stop (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151129_GWT_PitStop_MUS_170303_qt.wav,17151129_GWT_PitStop_MUS_170303_qt.wav,85
Plantains (Guitar),/home/pedro/dev/antfood/percussive-gen/data/audio/17151130_GWT_PlantainsGuitar_MUS_170802_qt.wav,17151130_GWT_PlantainsGuitar_MUS_170802_qt.wav,79
Withers (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151135_HELLO_Splits_MUS_Withers_170328_qt.wav,17151135_HELLO_Splits_MUS_Withers_170328_qt.wav,85
Heavy Hand (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/Honda_Mean_HeavyHand_Original_160920_Gm_115_4-4_DH.wav,Honda_Mean_HeavyHand_Original_160920_Gm_115_4-4_DH.wav,59
Protect and Servo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151144_Honda_Mean_ProtectAndServo_MUS_160920_qt.wav,17151144_Honda_Mean_ProtectAndServo_MUS_160920_qt.wav,71
Quintuplets (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151145_Honda_Mean_Quintuplets_MUS_160920_qt.wav,17151145_Honda_Mean_Quintuplets_MUS_160920_qt.wav,53
Raiden (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151146_Honda_Mean_Raiden_MUS_160920_qt.wav,17151146_Honda_Mean_Raiden_MUS_160920_qt.wav,71
Shimming (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151147_Honda_Mean_Shimming_MUS_160920_qt.wav,17151147_Honda_Mean_Shimming_MUS_160920_qt.wav,32
Flyered Up (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151151_Honda_NHLCupHolder_FlyeredUp_150416_qt.wav,17151151_Honda_NHLCupHolder_FlyeredUp_150416_qt.wav,85
Jockeys (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151153_Honda_NHLCupHolder_Jockeys_150416_qt.wav,17151153_Honda_NHLCupHolder_Jockeys_150416_qt.wav,65
Bound Brook (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151156_HoneyMaid_Neighbors_BoundBrook_160201_qt.wav,17151156_HoneyMaid_Neighbors_BoundBrook_160201_qt.wav,0
Crumbs (Short),/home/pedro/dev/antfood/percussive-gen/data/audio/17151157_HoneyMaid_Neighbors_Crumbs_160201_qt.wav,17151157_HoneyMaid_Neighbors_Crumbs_160201_qt.wav,90
Illuminate (Additional),/home/pedro/dev/antfood/percussive-gen/data/audio/17151158_HoneyMaid_Neighbors_Illuminate_160201_qt.wav,17151158_HoneyMaid_Neighbors_Illuminate_160201_qt.wav,79
Dream (Short),/home/pedro/dev/antfood/percussive-gen/data/audio/17151159_HoneyMaid_Neighbors_InADream_160201_2p-01.wav,17151159_HoneyMaid_Neighbors_InADream_160201_2p-01.wav,66
Barbells (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151162_HP_VC_Barbells_MUS_151019_qt.wav,17151162_HP_VC_Barbells_MUS_151019_qt.wav,69
Ellipse (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151169_IBM_CDS_Ellipse_MUS_160307_qt.wav,17151169_IBM_CDS_Ellipse_MUS_160307_qt.wav,63
Ranlett (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151171_IBM_CDS_Ranlett_MUS_160307_qt.wav,17151171_IBM_CDS_Ranlett_MUS_160307_qt.wav,63
Resonance (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151172_IBM_CDS_Resonance_MUS_160307_qt.wav,17151172_IBM_CDS_Resonance_MUS_160307_qt.wav,57
Fluxivity (Understated),/home/pedro/dev/antfood/percussive-gen/data/audio/17151173_IBM_CDS_Splits_Fluxivity_MUS_130622_qt.wav,17151173_IBM_CDS_Splits_Fluxivity_MUS_130622_qt.wav,85
Cognitive Consanance (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151174_IBM_Leadership_Banking_CognitiveConsonance_MUS_160823_qt.wav,17151174_IBM_Leadership_Banking_CognitiveConsonance_MUS_160823_qt.wav,78
Phancy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151176_IBM_Leadership_Banking_Phancy_MUS_160823_qt.wav,17151176_IBM_Leadership_Banking_Phancy_MUS_160823_qt.wav,65
Pull and Push (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151177_IBM_Leadership_Banking_PullAndPush_MUS_160823_qt.wav,17151177_IBM_Leadership_Banking_PullAndPush_MUS_160823_qt.wav,76
Tabulator (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151178_IBM_Leadership_Banking_Tabulator_MUS_160823_qt.wav,17151178_IBM_Leadership_Banking_Tabulator_MUS_160823_qt.wav,59
